"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"40-49 years","2021-12-12","117","0","8","196861","1298","162","2.28571428571428"
"40-49 years","2021-12-13","98","0","4","196959","1298","163.714285714285","2.28571428571428"
"40-49 years","2021-12-14","176","1","14","197135","1299","176.571428571428","1.57142857142857"
"40-49 years","2021-12-15","300","1","19","197435","1300","177.857142857142","1.71428571428571"
"40-49 years","2021-12-16","310","1","12","197745","1301","202","1.42857142857142"
"40-49 years","2021-12-17","356","6","10","198101","1307","216.142857142857","2.14285714285714"
"40-49 years","2021-12-18","470","3","6","198571","1310","261","1.71428571428571"
"40-49 years","2021-12-19","374","0","16","198945","1310","297.714285714285","1.71428571428571"
"40-49 years","2021-12-20","309","0","7","199254","1310","327.857142857142","1.71428571428571"
"40-49 years","2021-12-21","560","1","23","199814","1311","382.714285714285","1.71428571428571"
"40-49 years","2021-12-22","930","3","23","200744","1314","472.714285714285","2"
"40-49 years","2021-12-23","1300","4","32","202044","1318","614.142857142857","2.42857142857142"
"40-49 years","2021-12-24","1243","3","28","203287","1321","740.857142857143","2"
"40-49 years","2021-12-25","1615","9","27","204902","1330","904.428571428571","2.85714285714285"
"40-49 years","2021-12-26","1155","0","27","206057","1330","1016","2.85714285714285"
"40-49 years","2021-12-27","846","0","32","206903","1330","1092.71428571428","2.85714285714285"
"40-49 years","2021-12-28","1389","3","63","208292","1333","1211.14285714285","3.14285714285714"
"40-49 years","2021-12-29","2280","2","36","210572","1335","1404","3"
"40-49 years","2021-12-30","2847","5","41","213419","1340","1625","3.14285714285714"
"40-49 years","2021-12-31","2847","1","50","216266","1341","1854.14285714285","2.85714285714285"
"40-49 years","2022-01-01","2930","0","25","219196","1341","2042","1.57142857142857"
"40-49 years","2022-01-02","2106","2","35","221302","1343","2177.85714285714","1.85714285714285"
"40-49 years","2022-01-03","1984","1","30","223286","1344","2340.42857142857","2"
"40-49 years","2022-01-04","1982","1","33","225268","1345","2425.14285714285","1.71428571428571"
"40-49 years","2022-01-05","2812","0","42","228080","1345","2501.14285714285","1.42857142857142"
"40-49 years","2022-01-06","2978","4","22","231058","1349","2519.85714285714","1.28571428571428"
"40-49 years","2022-01-07","3496","0","37","234554","1349","2612.57142857142","1.14285714285714"
"40-49 years","2022-01-08","2935","3","42","237489","1352","2613.28571428571","1.57142857142857"
"40-49 years","2022-01-09","1729","0","29","239218","1352","2559.42857142857","1.28571428571428"
"40-49 years","2022-01-10","1510","0","20","240728","1352","2491.71428571428","1.14285714285714"
"40-49 years","2022-01-11","2485","5","60","243213","1357","2563.57142857142","1.71428571428571"
"40-49 years","2022-01-12","2088","1","21","245301","1358","2460.14285714285","1.85714285714285"
"40-49 years","2022-01-13","2900","3","29","248201","1361","2449","1.71428571428571"
"40-49 years","2022-01-14","2182","1","20","250383","1362","2261.28571428571","1.85714285714285"
"40-49 years","2022-01-15","1738","0","35","252121","1362","2090.28571428571","1.42857142857142"
"40-49 years","2022-01-16","1864","0","20","253985","1362","2109.57142857142","1.42857142857142"
"40-49 years","2022-01-17","848","0","20","254833","1362","2015","1.42857142857142"
"40-49 years","2022-01-18","1621","0","34","256454","1362","1891.57142857142","0.71428571428571"
"40-49 years","2022-01-19","2301","2","30","258755","1364","1922","0.85714285714285"
"40-49 years","2022-01-20","2440","4","28","261195","1368","1856.28571428571","1"
"40-49 years","2022-01-21","1898","5","29","263093","1373","1815.71428571428","1.57142857142857"
"40-49 years","2022-01-22","3015","1","16","266108","1374","1998.14285714285","1.71428571428571"
"40-49 years","2022-01-23","1018","1","14","267126","1375","1877.28571428571","1.85714285714285"
"40-49 years","2022-01-24","1710","0","10","268836","1375","2000.42857142857","1.85714285714285"
"40-49 years","2022-01-25","1683","2","11","270519","1377","2009.28571428571","2.14285714285714"
"40-49 years","2022-01-26","2162","2","23","272681","1379","1989.42857142857","2.14285714285714"
"40-49 years","2022-01-27","2508","2","68","275189","1381","1999.14285714285","1.85714285714285"
"40-49 years","2022-01-28","2241","7","25","277430","1388","2048.14285714285","2.14285714285714"
"40-49 years","2022-01-29","998","0","27","278428","1388","1760","2"
"40-49 years","2022-01-30","751","0","14","279179","1388","1721.85714285714","1.85714285714285"
"40-49 years","2022-01-31","918","1","5","280097","1389","1608.71428571428","2"
"40-49 years","2022-02-01","1063","2","24","281160","1391","1520.14285714285","2"
"40-49 years","2022-02-02","769","1","16","281929","1392","1321.14285714285","1.85714285714285"
"40-49 years","2022-02-03","834","2","23","282763","1394","1082","1.85714285714285"
"40-49 years","2022-02-04","958","1","15","283721","1395","898.714285714285","1"
"40-49 years","2022-02-05","677","3","15","284398","1398","852.857142857143","1.42857142857142"
"40-49 years","2022-02-06","284","0","10","284682","1398","786.142857142857","1.42857142857142"
"40-49 years","2022-02-07","396","4","11","285078","1402","711.571428571428","1.85714285714285"
"40-49 years","2022-02-08","438","1","22","285516","1403","622.285714285714","1.71428571428571"
"40-49 years","2022-02-09","477","4","10","285993","1407","580.571428571428","2.14285714285714"
"40-49 years","2022-02-10","475","6","10","286468","1413","529.285714285714","2.71428571428571"
"40-49 years","2022-02-11","366","2","6","286834","1415","444.714285714285","2.85714285714285"
"40-49 years","2022-02-12","286","2","13","287120","1417","388.857142857142","2.71428571428571"
"40-49 years","2022-02-13","171","0","7","287291","1417","372.714285714285","2.71428571428571"
"40-49 years","2022-02-14","162","0","2","287453","1417","339.285714285714","2.14285714285714"
"40-49 years","2022-02-15","254","6","6","287707","1423","313","2.85714285714285"
"40-49 years","2022-02-16","218","5","6","287925","1428","276","3"
"40-49 years","2022-02-17","205","7","9","288130","1435","237.428571428571","3.14285714285714"
"40-49 years","2022-02-18","370","3","7","288500","1438","238","3.28571428571428"
"40-49 years","2022-02-19","187","5","10","288687","1443","223.857142857142","3.71428571428571"
"40-49 years","2022-02-20","100","0","5","288787","1443","213.714285714285","3.71428571428571"
"40-49 years","2022-02-21","87","0","4","288874","1443","203","3.71428571428571"
"40-49 years","2022-02-22","128","5","9","289002","1448","185","3.57142857142857"
"40-49 years","2022-02-23","203","2","10","289205","1450","182.857142857142","3.14285714285714"
"40-49 years","2022-02-24","181","1","5","289386","1451","179.428571428571","2.28571428571428"
"40-49 years","2022-02-25","143","3","8","289529","1454","147","2.28571428571428"
"40-49 years","2022-02-26","94","0","1","289623","1454","133.714285714285","1.57142857142857"
"40-49 years","2022-02-27","73","5","1","289696","1459","129.857142857142","2.28571428571428"
"40-49 years","2022-02-28","71","0","1","289767","1459","127.571428571428","2.28571428571428"
"40-49 years","2022-03-01","119","1","10","289886","1460","126.285714285714","1.71428571428571"
"40-49 years","2022-03-02","117","3","4","290003","1463","114","1.85714285714285"
"40-49 years","2022-03-03","81","5","2","290084","1468","99.7142857142857","2.42857142857142"
"40-49 years","2022-03-04","112","0","6","290196","1468","95.2857142857143","2"
"40-49 years","2022-03-05","79","1","1","290275","1469","93.1428571428571","2.14285714285714"
"40-49 years","2022-03-06","34","0","2","290309","1469","87.5714285714285","1.42857142857142"
"40-49 years","2022-03-07","33","0","1","290342","1469","82.1428571428571","1.42857142857142"
"40-49 years","2022-03-08","70","4","4","290412","1473","75.1428571428571","1.85714285714285"
"40-49 years","2022-03-09","104","1","2","290516","1474","73.2857142857143","1.57142857142857"
"40-49 years","2022-03-10","71","6","1","290587","1480","71.8571428571428","1.71428571428571"
"40-49 years","2022-03-11","73","1","2","290660","1481","66.2857142857143","1.85714285714285"
"40-49 years","2022-03-12","67","4","2","290727","1485","64.5714285714285","2.28571428571428"
"40-49 years","2022-03-13","29","0","1","290756","1485","63.8571428571428","2.28571428571428"
"40-49 years","2022-03-14","28","0","1","290784","1485","63.1428571428571","2.28571428571428"
"40-49 years","2022-03-15","103","5","2","290887","1490","67.8571428571428","2.42857142857142"
"40-49 years","2022-03-16","79","4","1","290966","1494","64.2857142857143","2.85714285714285"
"40-49 years","2022-03-17","65","4","1","291031","1498","63.4285714285714","2.57142857142857"
"40-49 years","2022-03-18","146","2","1","291177","1500","73.8571428571428","2.71428571428571"
"40-49 years","2022-03-19","48","3","2","291225","1503","71.1428571428571","2.57142857142857"
"40-49 years","2022-03-20","16","0","0","291241","1503","69.2857142857143","2.57142857142857"
"40-49 years","2022-03-21","21","0","0","291262","1503","68.2857142857143","2.57142857142857"
"40-49 years","2022-03-22","41","2","2","291303","1505","59.4285714285714","2.14285714285714"
"40-49 years","2022-03-23","56","1","1","291359","1506","56.1428571428571","1.71428571428571"
"40-49 years","2022-03-24","82","4","0","291441","1510","58.5714285714285","1.71428571428571"
"40-49 years","2022-03-25","60","3","2","291501","1513","46.2857142857142","1.85714285714285"
"40-49 years","2022-03-26","93","2","1","291594","1515","52.7142857142857","1.71428571428571"
"40-49 years","2022-03-27","32","0","0","291626","1515","55","1.71428571428571"
"40-49 years","2022-03-28","12","0","0","291638","1515","53.7142857142857","1.71428571428571"
"40-49 years","2022-03-29","59","3","0","291697","1518","56.2857142857142","1.85714285714285"
"40-49 years","2022-03-30","1442","0","7","293139","1518","254.285714285714","1.71428571428571"
"40-49 years","2022-03-31","419","1","1","293558","1519","302.428571428571","1.28571428571428"
"40-49 years","2022-04-01","106","0","2","293664","1519","309","0.85714285714285"
"40-49 years","2022-04-02","69","1","1","293733","1520","305.571428571428","0.71428571428571"
"40-49 years","2022-04-03","34","0","1","293767","1520","305.857142857142","0.71428571428571"
"40-49 years","2022-04-04","32","0","1","293799","1520","308.714285714285","0.71428571428571"
"40-49 years","2022-04-05","45","0","0","293844","1520","306.714285714285","0.28571428571428"
"40-49 years","2022-04-06","61","2","1","293905","1522","109.428571428571","0.57142857142857"
"40-49 years","2022-04-07","61","1","2","293966","1523","58.2857142857142","0.57142857142857"
"40-49 years","2022-04-08","39","0","1","294005","1523","48.7142857142857","0.57142857142857"
"40-49 years","2022-04-09","47","0","1","294052","1523","45.5714285714285","0.42857142857142"
"40-49 years","2022-04-10","37","0","0","294089","1523","46","0.42857142857142"
"40-49 years","2022-04-11","35","0","0","294124","1523","46.4285714285714","0.42857142857142"
"40-49 years","2022-04-12","60","0","1","294184","1523","48.5714285714285","0.42857142857142"
"40-49 years","2022-04-13","68","1","2","294252","1524","49.5714285714285","0.28571428571428"
"40-49 years","2022-04-14","67","2","1","294319","1526","50.4285714285714","0.42857142857142"
"40-49 years","2022-04-15","72","1","1","294391","1527","55.1428571428571","0.57142857142857"
"40-49 years","2022-04-16","59","0","2","294450","1527","56.8571428571428","0.57142857142857"
"40-49 years","2022-04-17","48","0","0","294498","1527","58.4285714285714","0.57142857142857"
"40-49 years","2022-04-18","38","0","1","294536","1527","58.8571428571428","0.57142857142857"
"40-49 years","2022-04-19","93","1","4","294629","1528","63.5714285714285","0.71428571428571"
"40-49 years","2022-04-20","63","0","1","294692","1528","62.8571428571428","0.57142857142857"
"40-49 years","2022-04-21","102","2","0","294794","1530","67.8571428571428","0.57142857142857"
"40-49 years","2022-04-22","117","1","3","294911","1531","74.2857142857143","0.57142857142857"
"40-49 years","2022-04-23","74","0","0","294985","1531","76.4285714285714","0.57142857142857"
"40-49 years","2022-04-24","63","2","0","295048","1533","78.5714285714285","0.85714285714285"
"40-49 years","2022-04-25","42","0","0","295090","1533","79.1428571428571","0.85714285714285"
"40-49 years","2022-04-26","105","0","1","295195","1533","80.8571428571428","0.71428571428571"
"40-49 years","2022-04-27","118","1","4","295313","1534","88.7142857142857","0.85714285714285"
"40-49 years","2022-04-28","120","1","1","295433","1535","91.2857142857143","0.71428571428571"
"40-49 years","2022-04-29","119","0","0","295552","1535","91.5714285714285","0.57142857142857"
"40-49 years","2022-04-30","122","0","1","295674","1535","98.4285714285714","0.57142857142857"
"40-49 years","2022-05-01","90","0","1","295764","1535","102.285714285714","0.28571428571428"
"40-49 years","2022-05-02","57","1","4","295821","1536","104.428571428571","0.42857142857142"
"40-49 years","2022-05-03","100","0","0","295921","1536","103.714285714285","0.42857142857142"
"40-49 years","2022-05-04","140","0","4","296061","1536","106.857142857142","0.28571428571428"
"40-49 years","2022-05-05","135","1","2","296196","1537","109","0.28571428571428"
"40-49 years","2022-05-06","161","0","3","296357","1537","115","0.28571428571428"
