"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"40-49 years","2020-12-29","918","1","68","85980","357","789.428571428571","1.14285714285714"
"40-49 years","2020-12-30","975","2","29","86955","359","805.714285714285","1.14285714285714"
"40-49 years","2020-12-31","1412","1","62","88367","360","830.285714285714","1"
"40-49 years","2021-01-01","1333","0","53","89700","360","905.142857142857","1"
"40-49 years","2021-01-02","1035","1","41","90735","361","961.571428571428","1"
"40-49 years","2021-01-03","790","0","37","91525","361","1001.28571428571","0.71428571428571"
"40-49 years","2021-01-04","630","1","44","92155","362","1013.28571428571","0.85714285714285"
"40-49 years","2021-01-05","933","0","46","93088","362","1015.42857142857","0.71428571428571"
"40-49 years","2021-01-06","840","2","44","93928","364","996.142857142857","0.71428571428571"
"40-49 years","2021-01-07","1141","3","25","95069","367","957.428571428571","1"
"40-49 years","2021-01-08","1578","2","37","96647","369","992.428571428571","1.28571428571428"
"40-49 years","2021-01-09","1376","4","51","98023","373","1041.14285714285","1.71428571428571"
"40-49 years","2021-01-10","1108","0","40","99131","373","1086.57142857142","1.71428571428571"
"40-49 years","2021-01-11","949","1","25","100080","374","1132.14285714285","1.71428571428571"
"40-49 years","2021-01-12","876","2","32","100956","376","1124","2"
"40-49 years","2021-01-13","819","5","61","101775","381","1121","2.42857142857142"
"40-49 years","2021-01-14","944","0","27","102719","381","1092.85714285714","2"
"40-49 years","2021-01-15","1065","4","38","103784","385","1019.57142857142","2.28571428571428"
"40-49 years","2021-01-16","1046","3","42","104830","388","972.428571428571","2.14285714285714"
"40-49 years","2021-01-17","833","0","42","105663","388","933.142857142857","2.14285714285714"
"40-49 years","2021-01-18","663","4","24","106326","392","892.285714285714","2.57142857142857"
"40-49 years","2021-01-19","716","4","37","107042","396","869.428571428571","2.85714285714285"
"40-49 years","2021-01-20","930","4","19","107972","400","885.285714285714","2.71428571428571"
"40-49 years","2021-01-21","929","5","24","108901","405","883.142857142857","3.42857142857142"
"40-49 years","2021-01-22","1027","3","28","109928","408","877.714285714285","3.28571428571428"
"40-49 years","2021-01-23","1001","1","59","110929","409","871.285714285714","3"
"40-49 years","2021-01-24","659","0","24","111588","409","846.428571428571","3"
"40-49 years","2021-01-25","528","2","18","112116","411","827.142857142857","2.71428571428571"
"40-49 years","2021-01-26","940","2","44","113056","413","859.142857142857","2.42857142857142"
"40-49 years","2021-01-27","666","0","27","113722","413","821.428571428571","1.85714285714285"
"40-49 years","2021-01-28","884","2","29","114606","415","815","1.42857142857142"
"40-49 years","2021-01-29","738","7","38","115344","422","773.714285714285","2"
"40-49 years","2021-01-30","703","2","19","116047","424","731.142857142857","2.14285714285714"
"40-49 years","2021-01-31","476","0","21","116523","424","705","2.14285714285714"
"40-49 years","2021-02-01","398","2","14","116921","426","686.428571428571","2.14285714285714"
"40-49 years","2021-02-02","425","4","28","117346","430","612.857142857143","2.42857142857142"
"40-49 years","2021-02-03","576","2","18","117922","432","600","2.71428571428571"
"40-49 years","2021-02-04","607","3","31","118529","435","560.428571428571","2.85714285714285"
"40-49 years","2021-02-05","531","4","16","119060","439","530.857142857143","2.42857142857142"
"40-49 years","2021-02-06","467","7","12","119527","446","497.142857142857","3.14285714285714"
"40-49 years","2021-02-07","513","0","25","120040","446","502.428571428571","3.14285714285714"
"40-49 years","2021-02-08","400","1","13","120440","447","502.714285714285","3"
"40-49 years","2021-02-09","383","3","25","120823","450","496.714285714285","2.85714285714285"
"40-49 years","2021-02-10","343","2","17","121166","452","463.428571428571","2.85714285714285"
"40-49 years","2021-02-11","506","2","26","121672","454","449","2.71428571428571"
"40-49 years","2021-02-12","367","6","12","122039","460","425.571428571428","3"
"40-49 years","2021-02-13","419","0","18","122458","460","418.714285714285","2"
"40-49 years","2021-02-14","261","0","6","122719","460","382.714285714285","2"
"40-49 years","2021-02-15","282","0","20","123001","460","365.857142857142","1.85714285714285"
"40-49 years","2021-02-16","262","4","11","123263","464","348.571428571428","2"
"40-49 years","2021-02-17","375","2","10","123638","466","353.142857142857","2"
"40-49 years","2021-02-18","392","2","14","124030","468","336.857142857142","2"
"40-49 years","2021-02-19","342","2","10","124372","470","333.285714285714","1.42857142857142"
"40-49 years","2021-02-20","372","4","15","124744","474","326.571428571428","2"
"40-49 years","2021-02-21","221","0","9","124965","474","320.857142857142","2"
"40-49 years","2021-02-22","216","4","6","125181","478","311.428571428571","2.57142857142857"
"40-49 years","2021-02-23","355","0","19","125536","478","324.714285714285","2"
"40-49 years","2021-02-24","320","4","17","125856","482","316.857142857142","2.28571428571428"
"40-49 years","2021-02-25","350","2","16","126206","484","310.857142857142","2.28571428571428"
"40-49 years","2021-02-26","344","2","12","126550","486","311.142857142857","2.28571428571428"
"40-49 years","2021-02-27","362","5","16","126912","491","309.714285714285","2.42857142857142"
"40-49 years","2021-02-28","233","0","16","127145","491","311.428571428571","2.42857142857142"
"40-49 years","2021-03-01","200","2","12","127345","493","309.142857142857","2.14285714285714"
"40-49 years","2021-03-02","280","2","21","127625","495","298.428571428571","2.42857142857142"
"40-49 years","2021-03-03","252","5","15","127877","500","288.714285714285","2.57142857142857"
"40-49 years","2021-03-04","260","3","8","128137","503","275.857142857142","2.71428571428571"
"40-49 years","2021-03-05","199","6","12","128336","509","255.142857142857","3.28571428571428"
"40-49 years","2021-03-06","233","4","14","128569","513","236.714285714285","3.14285714285714"
"40-49 years","2021-03-07","148","0","7","128717","513","224.571428571428","3.14285714285714"
"40-49 years","2021-03-08","136","1","11","128853","514","215.428571428571","3"
"40-49 years","2021-03-09","157","0","14","129010","514","197.857142857142","2.71428571428571"
"40-49 years","2021-03-10","182","2","12","129192","516","187.857142857142","2.28571428571428"
"40-49 years","2021-03-11","179","3","10","129371","519","176.285714285714","2.28571428571428"
"40-49 years","2021-03-12","191","3","14","129562","522","175.142857142857","1.85714285714285"
"40-49 years","2021-03-13","139","1","6","129701","523","161.714285714285","1.42857142857142"
"40-49 years","2021-03-14","129","0","4","129830","523","159","1.42857142857142"
"40-49 years","2021-03-15","130","2","7","129960","525","158.142857142857","1.57142857142857"
"40-49 years","2021-03-16","193","0","24","130153","525","163.285714285714","1.57142857142857"
"40-49 years","2021-03-17","192","1","7","130345","526","164.714285714285","1.42857142857142"
"40-49 years","2021-03-18","187","2","6","130532","528","165.857142857142","1.28571428571428"
"40-49 years","2021-03-19","217","2","9","130749","530","169.571428571428","1.14285714285714"
"40-49 years","2021-03-20","201","3","9","130950","533","178.428571428571","1.42857142857142"
"40-49 years","2021-03-21","131","0","11","131081","533","178.714285714285","1.42857142857142"
"40-49 years","2021-03-22","87","1","6","131168","534","172.571428571428","1.28571428571428"
"40-49 years","2021-03-23","172","0","15","131340","534","169.571428571428","1.28571428571428"
"40-49 years","2021-03-24","130","1","12","131470","535","160.714285714285","1.28571428571428"
"40-49 years","2021-03-25","180","5","16","131650","540","159.714285714285","1.71428571428571"
"40-49 years","2021-03-26","161","5","9","131811","545","151.714285714285","2.14285714285714"
"40-49 years","2021-03-27","144","7","9","131955","552","143.571428571428","2.71428571428571"
"40-49 years","2021-03-28","129","0","9","132084","552","143.285714285714","2.71428571428571"
"40-49 years","2021-03-29","126","1","4","132210","553","148.857142857142","2.71428571428571"
"40-49 years","2021-03-30","141","0","11","132351","553","144.428571428571","2.71428571428571"
"40-49 years","2021-03-31","178","3","13","132529","556","151.285714285714","3"
"40-49 years","2021-04-01","124","1","6","132653","557","143.285714285714","2.42857142857142"
"40-49 years","2021-04-02","157","2","15","132810","559","142.714285714285","2"
"40-49 years","2021-04-03","113","3","6","132923","562","138.285714285714","1.42857142857142"
"40-49 years","2021-04-04","104","0","13","133027","562","134.714285714285","1.42857142857142"
"40-49 years","2021-04-05","76","0","7","133103","562","127.571428571428","1.28571428571428"
"40-49 years","2021-04-06","152","1","11","133255","563","129.142857142857","1.42857142857142"
"40-49 years","2021-04-07","141","5","11","133396","568","123.857142857142","1.71428571428571"
"40-49 years","2021-04-08","169","1","11","133565","569","130.285714285714","1.71428571428571"
"40-49 years","2021-04-09","168","1","9","133733","570","131.857142857142","1.57142857142857"
"40-49 years","2021-04-10","151","4","10","133884","574","137.285714285714","1.71428571428571"
"40-49 years","2021-04-11","115","0","10","133999","574","138.857142857142","1.71428571428571"
"40-49 years","2021-04-12","97","1","9","134096","575","141.857142857142","1.85714285714285"
"40-49 years","2021-04-13","183","2","19","134279","577","146.285714285714","2"
"40-49 years","2021-04-14","186","5","15","134465","582","152.714285714285","2"
"40-49 years","2021-04-15","156","1","11","134621","583","150.857142857142","2"
"40-49 years","2021-04-16","208","2","12","134829","585","156.571428571428","2.14285714285714"
"40-49 years","2021-04-17","181","0","18","135010","585","160.857142857142","1.57142857142857"
"40-49 years","2021-04-18","111","0","11","135121","585","160.285714285714","1.57142857142857"
"40-49 years","2021-04-19","122","0","14","135243","585","163.857142857142","1.42857142857142"
"40-49 years","2021-04-20","133","0","15","135376","585","156.714285714285","1.14285714285714"
"40-49 years","2021-04-21","171","0","22","135547","585","154.571428571428","0.42857142857142"
"40-49 years","2021-04-22","145","1","14","135692","586","153","0.42857142857142"
"40-49 years","2021-04-23","189","0","17","135881","586","150.285714285714","0.14285714285714"
"40-49 years","2021-04-24","153","1","12","136034","587","146.285714285714","0.28571428571428"
"40-49 years","2021-04-25","110","1","13","136144","588","146.142857142857","0.42857142857142"
"40-49 years","2021-04-26","107","1","15","136251","589","144","0.57142857142857"
"40-49 years","2021-04-27","105","0","14","136356","589","140","0.57142857142857"
"40-49 years","2021-04-28","161","2","9","136517","591","138.571428571428","0.85714285714285"
"40-49 years","2021-04-29","154","2","17","136671","593","139.857142857142","1"
"40-49 years","2021-04-30","168","2","7","136839","595","136.857142857142","1.28571428571428"
"40-49 years","2021-05-01","165","0","11","137004","595","138.571428571428","1.14285714285714"
"40-49 years","2021-05-02","115","0","8","137119","595","139.285714285714","1"
"40-49 years","2021-05-03","100","1","12","137219","596","138.285714285714","1"
"40-49 years","2021-05-04","118","3","8","137337","599","140.142857142857","1.42857142857142"
"40-49 years","2021-05-05","126","2","20","137463","601","135.142857142857","1.42857142857142"
"40-49 years","2021-05-06","144","0","17","137607","601","133.714285714285","1.14285714285714"
"40-49 years","2021-05-07","138","1","14","137745","602","129.428571428571","1"
"40-49 years","2021-05-08","98","0","6","137843","602","119.857142857142","1"
"40-49 years","2021-05-09","79","0","5","137922","602","114.714285714285","1"
"40-49 years","2021-05-10","56","0","7","137978","602","108.428571428571","0.85714285714285"
"40-49 years","2021-05-11","101","2","11","138079","604","106","0.71428571428571"
"40-49 years","2021-05-12","82","4","4","138161","608","99.7142857142857","1"
"40-49 years","2021-05-13","122","1","12","138283","609","96.5714285714285","1.14285714285714"
"40-49 years","2021-05-14","97","1","4","138380","610","90.7142857142857","1.14285714285714"
"40-49 years","2021-05-15","68","2","8","138448","612","86.4285714285714","1.42857142857142"
"40-49 years","2021-05-16","49","0","4","138497","612","82.1428571428571","1.42857142857142"
"40-49 years","2021-05-17","61","0","6","138558","612","82.8571428571428","1.42857142857142"
"40-49 years","2021-05-18","73","0","12","138631","612","78.8571428571428","1.14285714285714"
"40-49 years","2021-05-19","86","0","16","138717","612","79.4285714285714","0.57142857142857"
"40-49 years","2021-05-20","95","2","6","138812","614","75.5714285714285","0.71428571428571"
"40-49 years","2021-05-21","95","1","6","138907","615","75.2857142857143","0.71428571428571"
"40-49 years","2021-05-22","71","1","4","138978","616","75.7142857142857","0.57142857142857"
"40-49 years","2021-05-23","60","0","10","139038","616","77.2857142857143","0.57142857142857"
"40-49 years","2021-05-24","25","0","2","139063","616","72.1428571428571","0.57142857142857"
"40-49 years","2021-05-25","66","0","9","139129","616","71.1428571428571","0.57142857142857"
"40-49 years","2021-05-26","46","0","5","139175","616","65.4285714285714","0.57142857142857"
"40-49 years","2021-05-27","73","1","7","139248","617","62.2857142857142","0.42857142857142"
"40-49 years","2021-05-28","50","1","8","139298","618","55.8571428571428","0.42857142857142"
"40-49 years","2021-05-29","74","0","7","139372","618","56.2857142857142","0.28571428571428"
"40-49 years","2021-05-30","40","0","7","139412","618","53.4285714285714","0.28571428571428"
"40-49 years","2021-05-31","30","0","4","139442","618","54.1428571428571","0.28571428571428"
"40-49 years","2021-06-01","33","0","5","139475","618","49.4285714285714","0.28571428571428"
"40-49 years","2021-06-02","57","0","4","139532","618","51","0.28571428571428"
"40-49 years","2021-06-03","47","1","4","139579","619","47.2857142857142","0.28571428571428"
"40-49 years","2021-06-04","59","2","2","139638","621","48.5714285714285","0.42857142857142"
"40-49 years","2021-06-05","34","3","4","139672","624","42.8571428571428","0.85714285714285"
"40-49 years","2021-06-06","29","0","6","139701","624","41.2857142857142","0.85714285714285"
"40-49 years","2021-06-07","27","0","3","139728","624","40.8571428571428","0.85714285714285"
"40-49 years","2021-06-08","48","2","4","139776","626","43","1.14285714285714"
"40-49 years","2021-06-09","28","1","6","139804","627","38.8571428571428","1.28571428571428"
"40-49 years","2021-06-10","46","2","2","139850","629","38.7142857142857","1.42857142857142"
"40-49 years","2021-06-11","47","2","7","139897","631","37","1.42857142857142"
"40-49 years","2021-06-12","50","2","6","139947","633","39.2857142857142","1.28571428571428"
"40-49 years","2021-06-13","29","0","1","139976","633","39.2857142857142","1.28571428571428"
"40-49 years","2021-06-14","19","0","3","139995","633","38.1428571428571","1.28571428571428"
"40-49 years","2021-06-15","36","0","0","140031","633","36.4285714285714","1"
"40-49 years","2021-06-16","56","1","2","140087","634","40.4285714285714","1"
"40-49 years","2021-06-17","68","1","4","140155","635","43.5714285714285","0.85714285714285"
"40-49 years","2021-06-18","49","0","5","140204","635","43.8571428571428","0.57142857142857"
"40-49 years","2021-06-19","42","0","5","140246","635","42.7142857142857","0.28571428571428"
"40-49 years","2021-06-20","19","0","1","140265","635","41.2857142857142","0.28571428571428"
"40-49 years","2021-06-21","24","0","2","140289","635","42","0.28571428571428"
"40-49 years","2021-06-22","35","0","5","140324","635","41.8571428571428","0.28571428571428"
"40-49 years","2021-06-23","50","1","0","140374","636","41","0.28571428571428"
"40-49 years","2021-06-24","38","1","5","140412","637","36.7142857142857","0.28571428571428"
"40-49 years","2021-06-25","44","0","5","140456","637","36","0.28571428571428"
"40-49 years","2021-06-26","36","3","4","140492","640","35.1428571428571","0.71428571428571"
"40-49 years","2021-06-27","34","0","5","140526","640","37.2857142857142","0.71428571428571"
"40-49 years","2021-06-28","25","0","2","140551","640","37.4285714285714","0.71428571428571"
"40-49 years","2021-06-29","50","3","5","140601","643","39.5714285714285","1.14285714285714"
"40-49 years","2021-06-30","55","2","3","140656","645","40.2857142857142","1.28571428571428"
"40-49 years","2021-07-01","61","3","5","140717","648","43.5714285714285","1.57142857142857"
"40-49 years","2021-07-02","45","2","4","140762","650","43.7142857142857","1.85714285714285"
"40-49 years","2021-07-03","44","0","2","140806","650","44.8571428571428","1.42857142857142"
"40-49 years","2021-07-04","27","0","6","140833","650","43.8571428571428","1.42857142857142"
"40-49 years","2021-07-05","39","0","3","140872","650","45.8571428571428","1.42857142857142"
"40-49 years","2021-07-06","59","0","9","140931","650","47.1428571428571","1"
"40-49 years","2021-07-07","66","0","9","140997","650","48.7142857142857","0.71428571428571"
"40-49 years","2021-07-08","100","1","12","141097","651","54.2857142857142","0.42857142857142"
"40-49 years","2021-07-09","90","1","13","141187","652","60.7142857142857","0.28571428571428"
"40-49 years","2021-07-10","87","0","7","141274","652","66.8571428571428","0.28571428571428"
"40-49 years","2021-07-11","56","0","6","141330","652","71","0.28571428571428"
"40-49 years","2021-07-12","54","0","9","141384","652","73.1428571428571","0.28571428571428"
"40-49 years","2021-07-13","92","0","7","141476","652","77.8571428571428","0.28571428571428"
"40-49 years","2021-07-14","127","0","12","141603","652","86.5714285714285","0.28571428571428"
"40-49 years","2021-07-15","132","1","13","141735","653","91.1428571428571","0.28571428571428"
"40-49 years","2021-07-16","100","1","8","141835","654","92.5714285714285","0.28571428571428"
"40-49 years","2021-07-17","144","0","11","141979","654","100.714285714285","0.28571428571428"
"40-49 years","2021-07-18","108","1","14","142087","655","108.142857142857","0.42857142857142"
"40-49 years","2021-07-19","107","0","13","142194","655","115.714285714285","0.42857142857142"
"40-49 years","2021-07-20","148","2","19","142342","657","123.714285714285","0.71428571428571"
"40-49 years","2021-07-21","190","0","20","142532","657","132.714285714285","0.71428571428571"
"40-49 years","2021-07-22","223","0","17","142755","657","145.714285714285","0.57142857142857"
"40-49 years","2021-07-23","241","0","28","142996","657","165.857142857142","0.42857142857142"
"40-49 years","2021-07-24","280","1","45","143276","658","185.285714285714","0.57142857142857"
"40-49 years","2021-07-25","203","0","17","143479","658","198.857142857142","0.42857142857142"
"40-49 years","2021-07-26","185","0","25","143664","658","210","0.42857142857142"
"40-49 years","2021-07-27","308","1","32","143972","659","232.857142857142","0.28571428571428"
"40-49 years","2021-07-28","371","2","26","144343","661","258.714285714285","0.57142857142857"
"40-49 years","2021-07-29","417","2","35","144760","663","286.428571428571","0.85714285714285"
"40-49 years","2021-07-30","393","0","48","145153","663","308.142857142857","0.85714285714285"
"40-49 years","2021-07-31","234","2","16","145387","665","301.571428571428","1"
"40-49 years","2021-08-01","139","0","4","145526","665","292.428571428571","1"
"40-49 years","2021-08-02","283","0","28","145809","665","306.428571428571","1"
"40-49 years","2021-08-03","879","1","96","146688","666","388","1"
"40-49 years","2021-08-04","394","1","34","147082","667","391.285714285714","0.85714285714285"
"40-49 years","2021-08-05","528","1","54","147610","668","407.142857142857","0.71428571428571"
"40-49 years","2021-08-06","651","1","58","148261","669","444","0.85714285714285"
"40-49 years","2021-08-07","633","2","49","148894","671","501","0.85714285714285"
"40-49 years","2021-08-08","455","0","32","149349","671","546.142857142857","0.85714285714285"
"40-49 years","2021-08-09","327","0","37","149676","671","552.428571428571","0.85714285714285"
"40-49 years","2021-08-10","607","3","55","150283","674","513.571428571428","1.14285714285714"
"40-49 years","2021-08-11","614","4","38","150897","678","545","1.57142857142857"
"40-49 years","2021-08-12","696","3","38","151593","681","569","1.85714285714285"
"40-49 years","2021-08-13","743","2","62","152336","683","582.142857142857","2"
"40-49 years","2021-08-14","783","1","85","153119","684","603.571428571428","1.85714285714285"
"40-49 years","2021-08-15","404","0","34","153523","684","596.285714285714","1.85714285714285"
"40-49 years","2021-08-16","697","0","58","154220","684","649.142857142857","1.85714285714285"
"40-49 years","2021-08-17","574","2","50","154794","686","644.428571428571","1.71428571428571"
"40-49 years","2021-08-18","619","5","55","155413","691","645.142857142857","1.85714285714285"
"40-49 years","2021-08-19","915","4","53","156328","695","676.428571428571","2"
"40-49 years","2021-08-20","854","2","56","157182","697","692.285714285714","2"
"40-49 years","2021-08-21","854","5","51","158036","702","702.428571428571","2.57142857142857"
"40-49 years","2021-08-22","752","0","51","158788","702","752.142857142857","2.57142857142857"
"40-49 years","2021-08-23","588","0","24","159376","702","736.571428571428","2.57142857142857"
"40-49 years","2021-08-24","711","2","50","160087","704","756.142857142857","2.57142857142857"
"40-49 years","2021-08-25","1027","9","71","161114","713","814.428571428571","3.14285714285714"
"40-49 years","2021-08-26","1127","3","64","162241","716","844.714285714285","3"
"40-49 years","2021-08-27","1046","6","54","163287","722","872.142857142857","3.57142857142857"
"40-49 years","2021-08-28","1258","8","64","164545","730","929.857142857143","4"
"40-49 years","2021-08-29","717","0","34","165262","730","924.857142857143","4"
"40-49 years","2021-08-30","570","0","41","165832","730","922.285714285714","4"
"40-49 years","2021-08-31","905","8","71","166737","738","950","4.85714285714285"
"40-49 years","2021-09-01","941","6","39","167678","744","937.714285714285","4.42857142857142"
"40-49 years","2021-09-02","867","13","32","168545","757","900.571428571428","5.85714285714285"
"40-49 years","2021-09-03","1233","10","84","169778","767","927.285714285714","6.42857142857143"
"40-49 years","2021-09-04","921","14","53","170699","781","879.142857142857","7.28571428571428"
"40-49 years","2021-09-05","662","0","24","171361","781","871.285714285714","7.28571428571428"
"40-49 years","2021-09-06","795","0","36","172156","781","903.428571428571","7.28571428571428"
"40-49 years","2021-09-07","729","6","31","172885","787","878.285714285714","7"
"40-49 years","2021-09-08","769","5","59","173654","792","853.714285714285","6.85714285714285"
"40-49 years","2021-09-09","664","21","65","174318","813","824.714285714285","8"
"40-49 years","2021-09-10","997","8","43","175315","821","791","7.71428571428571"
"40-49 years","2021-09-11","692","13","25","176007","834","758.285714285714","7.57142857142857"
"40-49 years","2021-09-12","676","1","29","176683","835","760.285714285714","7.71428571428571"
"40-49 years","2021-09-13","492","2","18","177175","837","717","8"
"40-49 years","2021-09-14","682","6","59","177857","843","710.285714285714","8"
"40-49 years","2021-09-15","613","16","21","178470","859","688","9.57142857142857"
"40-49 years","2021-09-16","579","16","25","179049","875","675.857142857143","8.85714285714285"
"40-49 years","2021-09-17","556","9","21","179605","884","612.857142857143","9"
"40-49 years","2021-09-18","634","20","59","180239","904","604.571428571428","10"
"40-49 years","2021-09-19","374","0","21","180613","904","561.428571428571","9.85714285714285"
"40-49 years","2021-09-20","345","0","13","180958","904","540.428571428571","9.57142857142857"
"40-49 years","2021-09-21","915","10","38","181873","914","573.714285714285","10.1428571428571"
"40-49 years","2021-09-22","452","13","36","182325","927","550.714285714285","9.71428571428571"
"40-49 years","2021-09-23","480","10","27","182805","937","536.571428571428","8.85714285714285"
"40-49 years","2021-09-24","486","14","26","183291","951","526.571428571428","9.57142857142857"
"40-49 years","2021-09-25","462","12","25","183753","963","502","8.42857142857143"
"40-49 years","2021-09-26","255","0","17","184008","963","485","8.42857142857143"
"40-49 years","2021-09-27","231","0","19","184239","963","468.714285714285","8.42857142857143"
"40-49 years","2021-09-28","333","11","22","184572","974","385.571428571428","8.57142857142857"
"40-49 years","2021-09-29","499","9","29","185071","983","392.285714285714","8"
"40-49 years","2021-09-30","553","25","15","185624","1008","402.714285714285","10.1428571428571"
"40-49 years","2021-10-01","338","15","17","185962","1023","381.571428571428","10.2857142857142"
"40-49 years","2021-10-02","484","12","19","186446","1035","384.714285714285","10.2857142857142"
"40-49 years","2021-10-03","190","0","11","186636","1035","375.428571428571","10.2857142857142"
"40-49 years","2021-10-04","300","0","16","186936","1035","385.285714285714","10.2857142857142"
"40-49 years","2021-10-05","280","12","22","187216","1047","377.714285714285","10.4285714285714"
"40-49 years","2021-10-06","80","12","3","187296","1059","317.857142857142","10.8571428571428"
"40-49 years","2021-10-07","568","15","23","187864","1074","320","9.42857142857143"
"40-49 years","2021-10-08","310","9","18","188174","1083","316","8.57142857142857"
"40-49 years","2021-10-09","283","11","17","188457","1094","287.285714285714","8.42857142857143"
"40-49 years","2021-10-10","164","0","6","188621","1094","283.571428571428","8.42857142857143"
"40-49 years","2021-10-11","116","0","10","188737","1094","257.285714285714","8.42857142857143"
"40-49 years","2021-10-12","250","8","6","188987","1102","253","7.85714285714285"
"40-49 years","2021-10-13","229","5","12","189216","1107","274.285714285714","6.85714285714285"
"40-49 years","2021-10-14","252","10","13","189468","1117","229.142857142857","6.14285714285714"
"40-49 years","2021-10-15","209","13","10","189677","1130","214.714285714285","6.71428571428571"
"40-49 years","2021-10-16","182","9","11","189859","1139","200.285714285714","6.42857142857143"
"40-49 years","2021-10-17","125","0","6","189984","1139","194.714285714285","6.42857142857143"
"40-49 years","2021-10-18","52","0","5","190036","1139","185.571428571428","6.42857142857143"
"40-49 years","2021-10-19","160","2","7","190196","1141","172.714285714285","5.57142857142857"
"40-49 years","2021-10-20","158","6","8","190354","1147","162.571428571428","5.71428571428571"
"40-49 years","2021-10-21","138","10","7","190492","1157","146.285714285714","5.71428571428571"
"40-49 years","2021-10-22","145","12","6","190637","1169","137.142857142857","5.57142857142857"
"40-49 years","2021-10-23","141","6","11","190778","1175","131.285714285714","5.14285714285714"
"40-49 years","2021-10-24","89","0","4","190867","1175","126.142857142857","5.14285714285714"
"40-49 years","2021-10-25","89","0","3","190956","1175","131.428571428571","5.14285714285714"
"40-49 years","2021-10-26","116","8","7","191072","1183","125.142857142857","6"
"40-49 years","2021-10-27","234","10","6","191306","1193","136","6.57142857142857"
"40-49 years","2021-10-28","166","9","3","191472","1202","140","6.42857142857143"
"40-49 years","2021-10-29","112","6","1","191584","1208","135.285714285714","5.57142857142857"
"40-49 years","2021-10-30","123","7","15","191707","1215","132.714285714285","5.71428571428571"
"40-49 years","2021-10-31","103","0","5","191810","1215","134.714285714285","5.71428571428571"
"40-49 years","2021-11-01","74","0","0","191884","1215","132.571428571428","5.71428571428571"
"40-49 years","2021-11-02","96","1","9","191980","1216","129.714285714285","4.71428571428571"
"40-49 years","2021-11-03","114","3","5","192094","1219","112.571428571428","3.71428571428571"
"40-49 years","2021-11-04","130","6","12","192224","1225","107.428571428571","3.28571428571428"
"40-49 years","2021-11-05","105","3","4","192329","1228","106.428571428571","2.85714285714285"
"40-49 years","2021-11-06","68","0","2","192397","1228","98.5714285714285","1.85714285714285"
"40-49 years","2021-11-07","30","0","0","192427","1228","88.1428571428571","1.85714285714285"
"40-49 years","2021-11-08","42","5","1","192469","1233","83.5714285714285","2.57142857142857"
"40-49 years","2021-11-09","167","0","11","192636","1233","93.7142857142857","2.42857142857142"
"40-49 years","2021-11-10","85","1","5","192721","1234","89.5714285714285","2.14285714285714"
"40-49 years","2021-11-11","105","1","4","192826","1235","86","1.42857142857142"
"40-49 years","2021-11-12","117","4","4","192943","1239","87.7142857142857","1.57142857142857"
"40-49 years","2021-11-13","97","0","7","193040","1239","91.8571428571428","1.57142857142857"
"40-49 years","2021-11-14","74","2","4","193114","1241","98.1428571428571","1.85714285714285"
"40-49 years","2021-11-15","97","0","3","193211","1241","106","1.14285714285714"
"40-49 years","2021-11-16","109","0","9","193320","1241","97.7142857142857","1.14285714285714"
"40-49 years","2021-11-17","124","9","11","193444","1250","103.285714285714","2.28571428571428"
"40-49 years","2021-11-18","153","1","10","193597","1251","110.142857142857","2.28571428571428"
"40-49 years","2021-11-19","154","3","5","193751","1254","115.428571428571","2.14285714285714"
"40-49 years","2021-11-20","100","2","3","193851","1256","115.857142857142","2.42857142857142"
"40-49 years","2021-11-21","109","0","2","193960","1256","120.857142857142","2.14285714285714"
"40-49 years","2021-11-22","63","0","3","194023","1256","116","2.14285714285714"
"40-49 years","2021-11-23","135","3","6","194158","1259","119.714285714285","2.57142857142857"
"40-49 years","2021-11-24","136","4","4","194294","1263","121.428571428571","1.85714285714285"
"40-49 years","2021-11-25","147","0","9","194441","1263","120.571428571428","1.71428571428571"
"40-49 years","2021-11-26","69","0","5","194510","1263","108.428571428571","1.28571428571428"
"40-49 years","2021-11-27","74","1","3","194584","1264","104.714285714285","1.14285714285714"
"40-49 years","2021-11-28","74","0","5","194658","1264","99.7142857142857","1.14285714285714"
"40-49 years","2021-11-29","119","3","1","194777","1267","107.714285714285","1.57142857142857"
"40-49 years","2021-11-30","129","0","6","194906","1267","106.857142857142","1.14285714285714"
"40-49 years","2021-12-01","198","3","10","195104","1270","115.714285714285","1"
"40-49 years","2021-12-02","207","3","11","195311","1273","124.285714285714","1.42857142857142"
"40-49 years","2021-12-03","128","3","5","195439","1276","132.714285714285","1.85714285714285"
"40-49 years","2021-12-04","179","6","12","195618","1282","147.714285714285","2.57142857142857"
"40-49 years","2021-12-05","109","0","4","195727","1282","152.714285714285","2.57142857142857"
"40-49 years","2021-12-06","86","0","6","195813","1282","148","2.14285714285714"
"40-49 years","2021-12-07","86","6","10","195899","1288","141.857142857142","3"
"40-49 years","2021-12-08","291","0","21","196190","1288","155.142857142857","2.57142857142857"
"40-49 years","2021-12-09","141","3","8","196331","1291","145.714285714285","2.57142857142857"
"40-49 years","2021-12-10","257","1","12","196588","1292","164.142857142857","2.28571428571428"
"40-49 years","2021-12-11","156","6","12","196744","1298","160.857142857142","2.28571428571428"
