"","date","new_cases_clarke","cases_cum_clarke","X7_day_ave_clarke","wrf","collection_num","target","mean_copy_num_uL_rxn","mean_copy_num_L","sd_L","mean_total_copies","sd_total_copies"
"1620",2022-05-09,9,26344,11,"NO","178","N2",0.0556204691164982,47674.6878141413,82154.9656284687,873466281592.878,1505192705647.96
"1621",2022-05-10,20,26364,14,NA,NA,NA,NA,NA,NA,NA,NA
"1622",2022-05-11,8,26372,14,"CC","179","N1",0.139078768893875,119210.373337607,97191.7351521438,676890209003.867,551865849243.415
"1623",2022-05-11,8,26372,14,"CC","179","N2",0.0630707270099011,54060.6231513438,85653.4842735484,306962435224.993,486350333855.899
"1624",2022-05-11,8,26372,14,"MI","179","N1",0.322217021067949,276186.018058242,119410.296991204,3899630383524.57,1686023157603.86
"1625",2022-05-11,8,26372,14,"MI","179","N2",0.161558312386597,138478.553474226,179842.325063429,1955258917128.62,2539297970229.47
"1626",2022-05-11,8,26372,14,"NO","179","N1",0.157706086804139,135176.645832119,66727.3856337508,2839929599291.46,1401877346327.8
"1627",2022-05-11,8,26372,14,"NO","179","N2",0.184788660221995,158390.280190281,125955.847803882,3327625435469.77,2646209618385.87
"1628",2022-05-12,16,26388,13,NA,NA,NA,NA,NA,NA,NA,NA
"1629",2022-05-13,12,26400,12,NA,NA,NA,NA,NA,NA,NA,NA
"1630",2022-05-14,12,26412,12,NA,NA,NA,NA,NA,NA,NA,NA
"1631",2022-05-15,4,26416,12,NA,NA,NA,NA,NA,NA,NA,NA
"1632",2022-05-16,4,26420,11,"CC","180","N1",0.316204619274402,271032.53080663,178315.578161231,1569732956234.31,1032746286272.78
"1633",2022-05-16,4,26420,11,"CC","180","N2",0.192440018449221,164948.587242189,120302.619603649,955328988397.658,696753951088.989
"1634",2022-05-16,4,26420,11,"MI","180","N1",0.763289790359861,654248.391737024,388899.205126978,9014818192617.5,5358600301890.16
"1635",2022-05-16,4,26420,11,"MI","180","N2",1.01482956281671,869853.910985748,701042.302163795,11985623443191.8,9659586449363.21
"1636",2022-05-16,4,26420,11,"NO","180","N1",0.295475898591024,253265.055935164,162475.779091645,4573056599598.51,2933728583702.32
"1637",2022-05-16,4,26420,11,"NO","180","N2",0.188433193550372,161514.165900319,139983.767027044,2916365305793.26,2527603688854.59
"1638",2022-05-17,7,26427,9,NA,NA,NA,NA,NA,NA,NA,NA
"1639",2022-05-18,20,26447,11,"CC","181","N1",0.417447625034752,357812.250029787,152733.164712759,1963975800608.62,838328591101.22
"1640",2022-05-18,20,26447,11,"CC","181","N2",0.48876968477183,418945.44409014,252250.312084201,2299526396594.22,1384562738106.65
"1641",2022-05-18,20,26447,11,"MI","181","N1",0.327842379970307,281007.754260263,101406.831717279,3648592401276.4,1316661871538.6
"1642",2022-05-18,20,26447,11,"MI","181","N2",0.476753953975599,408646.246264799,304050.231892138,5305845003661.19,3947774923892.38
"1643",2022-05-18,20,26447,11,"NO","181","N1",0.323603316349985,277374.27115713,55350.6765030669,5123879658130.84,1022482021186.4
"1644",2022-05-18,20,26447,11,"NO","181","N2",0.225841743725722,193578.63747919,79622.0951684064,3575939609288.49,1470843103324.61
"1645",2022-05-19,20,26467,11,NA,NA,NA,NA,NA,NA,NA,NA
"1646",2022-05-20,21,26488,13,NA,NA,NA,NA,NA,NA,NA,NA
"1647",2022-05-21,21,26509,14,NA,NA,NA,NA,NA,NA,NA,NA
"1648",2022-05-22,21,26530,16,NA,NA,NA,NA,NA,NA,NA,NA
"1649",2022-05-23,15,26545,18,"CC","182","N1",1.39304925617726,1194042.21958051,310787.351539298,6825108431217.62,1776450898069.47
"1650",2022-05-23,15,26545,18,"CC","182","N2",0.267478181112657,229267.012382277,151306.132262001,1310483158426.41,864861176650.112
"1651",2022-05-23,15,26545,18,"MI","182","N1",0.795356279028189,681733.953452733,161764.032983633,10193537972721.1,2418755592981.47
"1652",2022-05-23,15,26545,18,"MI","182","N2",0.0185295784939457,15882.4958519534,30505.7601324712,237480946560.625,456133397379.078
"1653",2022-05-23,15,26545,18,"NO","182","N1",0.644451568755954,552387.058933675,159049.812860736,10726888978369.2,3088612698278.95
"1654",2022-05-23,15,26545,18,"NO","182","N2",0.0414990340678891,35570.6006296192,35366.0454990667,690750946599.653,686778659161.151
"1655",2022-05-24,6,26551,18,NA,NA,NA,NA,NA,NA,NA,NA
"1656",2022-05-25,22,26573,18,"CC","183","N1",0.547565189942657,469341.59137942,199429.469188584,2593909515998.41,1102186568163.29
"1657",2022-05-25,22,26573,18,"CC","183","N2",0.294219280562437,252187.954767803,113990.964430925,1393766816552.08,629993703533.043
"1658",2022-05-25,22,26573,18,"MI","183","N1",0.458584389277942,393072.333666807,237221.822265034,5192910399623.98,3133956685188.79
"1659",2022-05-25,22,26573,18,"MI","183","N2",0.16161934424839,138530.86649862,121276.688444444,1830142484460.37,1602196142323.65
"1660",2022-05-25,22,26573,18,"NO","183","N1",0.527433315263212,452085.698797039,199452.443272847,8864687975931.49,3910948035639.44
"1661",2022-05-25,22,26573,18,"NO","183","N2",0.26498461661131,227129.671381123,57855.9360588301,4453654853995.79,1134463713587.24
"1662",2022-05-26,25,26598,19,NA,NA,NA,NA,NA,NA,NA,NA
"1663",2022-05-27,19,26617,18,NA,NA,NA,NA,NA,NA,NA,NA
"1664",2022-05-28,22,26639,19,NA,NA,NA,NA,NA,NA,NA,NA
"1665",2022-05-29,12,26651,17,NA,NA,NA,NA,NA,NA,NA,NA
"1666",2022-05-30,11,26662,17,NA,NA,NA,NA,NA,NA,NA,NA
"1667",2022-05-31,6,26668,17,"CC","184","N1",0.710835863370514,609287.882889012,248371.688801557,3459606667150.34,1410283011759.45
"1668",2022-05-31,6,26668,17,"CC","184","N2",0.004,3428.57142857143,0,19467822857.1429,0
"1669",2022-05-31,6,26668,17,"MI","184","N1",0.857574663724185,735063.997477873,171941.550653498,10156192914428.4,2375672818196.29
"1670",2022-05-31,6,26668,17,"MI","184","N2",0.0332242203452227,28477.903153048,38811.0680006109,393471968717.215,536242687958.703
"1671",2022-05-31,6,26668,17,"NO","184","N1",0.230577276327981,197637.665423984,183457.407638461,3703290995609.39,3437584451971.1
"1672",2022-05-31,6,26668,17,"NO","184","N2",0.004,3428.57142857143,0,64243815428.5714,0
"1673",2022-06-01,27,26695,17,"CC","185","N1",1.30202764549829,1116023.69614139,163783.831970846,6252418744223.67,917583653963.525
"1674",2022-06-01,27,26695,17,"MI","185","N1",0.767885210596115,658187.323368098,223935.559716149,8421300000037.82,2865185126015.26
"1675",2022-06-01,27,26695,17,"NO","185","N1",0.346208972913686,296750.548211731,114897.787187331,5762644387582.65,2231217743221.57
"1676",2022-06-02,19,26714,17,NA,NA,NA,NA,NA,NA,NA,NA
"1677",2022-06-03,20,26734,17,NA,NA,NA,NA,NA,NA,NA,NA
"1678",2022-06-04,20,26754,16,NA,NA,NA,NA,NA,NA,NA,NA
"1679",2022-06-05,19,26773,17,NA,NA,NA,NA,NA,NA,NA,NA
"1680",2022-06-06,11,26784,17,"CC","186","N1",0.296450826585392,254100.708501764,145723.387174526,1413956783565.4,810885467555.151
"1681",2022-06-06,11,26784,17,"CC","186","N2",0.764085707802746,654930.606688068,313283.119563329,3644395875758.73,1743280428830.54
"1682",2022-06-06,11,26784,17,"MI","186","N1",0.4621868346281,396160.143966943,157546.085569203,5128729711362.76,2039607724988.84
"1683",2022-06-06,11,26784,17,"MI","186","N2",0.621606242536644,532805.350745695,620287.986123164,6897752523460.61,8030311661782.67
"1684",2022-06-06,11,26784,17,"NO","186","N1",0.430027176827003,368594.722994574,141026.120861899,6446203534713.51,2466348599353.91
"1685",2022-06-06,11,26784,17,"NO","186","N2",0.497742567705546,426636.486604753,216018.042522854,7461272385144.27,3777851885560.54
"1686",2022-06-07,14,26798,19,NA,NA,NA,NA,NA,NA,NA,NA
"1687",2022-06-08,30,26828,19,"CC","187","N1",1.28138658049907,1098331.35471349,194778.347018622,14676449761864.4,2602725136134.8
"1688",2022-06-08,30,26828,19,"CC","187","N2",1.21725143265729,1043358.37084911,152996.623481318,13941873413403.6,2044416968178.23
"1689",2022-06-08,30,26828,19,"MI","187","N1",1.18451828982617,1015301.39127957,1391411.52427266,5688131418554.13,7795253385183.51
"1690",2022-06-08,30,26828,19,"MI","187","N2",1.35268026608238,1159440.22807061,1748955.20976949,6495655817936.36,9798358560108
"1691",2022-06-08,30,26828,19,"NO","187","N1",0.25720848915799,220464.419278277,67416.4727763689,4414760069941.17,1350002658223.57
"1692",2022-06-08,30,26828,19,"NO","187","N2",0.201762335536028,172939.144745166,198099.233039592,3463075054242.85,3966901265846.73
"1693",2022-06-09,28,26856,20,NA,NA,NA,NA,NA,NA,NA,NA
"1694",2022-06-10,25,26881,21,NA,NA,NA,NA,NA,NA,NA,NA
"1695",2022-06-11,23,26904,21,NA,NA,NA,NA,NA,NA,NA,NA
"1696",2022-06-12,28,26932,23,NA,NA,NA,NA,NA,NA,NA,NA
"1697",2022-06-13,15,26947,23,"CC","188","N1",0.19453280063358,166742.400543068,113562.191180588,877351807111.233,597532441222.506
"1698",2022-06-13,15,26947,23,"CC","188","N2",0.0536736995065421,46006.0281484647,71885.5564286167,242070833828.737,378241662783.026
"1699",2022-06-13,15,26947,23,"MI","188","N1",0.680545521050644,583324.732329124,82481.1237492833,7264725574769.7,1027219824444.34
"1700",2022-06-13,15,26947,23,"MI","188","N2",0.748317145901301,641414.69648683,272977.853065853,7988177924490.81,3399665881806.49
"1701",2022-06-13,15,26947,23,"NO","188","N1",0.611380245305263,524040.210261654,167555.251306694,8867170523899.76,2835165997604.46
"1702",2022-06-13,15,26947,23,"NO","188","N2",0.470207986243057,403035.416779763,138392.946467806,6819674707734.31,2341716974394.47
"1703",2022-06-14,16,26963,24,NA,NA,NA,NA,NA,NA,NA,NA
"1704",2022-06-15,21,26984,22,"CC","189","N1",0.893268772065212,765658.947484467,170540.910198634,4028682920592.08,897338500956.265
"1705",2022-06-15,21,26984,22,"CC","189","N2",0.307140663803561,263263.426117338,137056.324850112,1385218408143.78,721151991884.698
"1706",2022-06-15,21,26984,22,"MI","189","N1",0.911189562424458,781019.62493525,227879.619490935,9756382344806.27,2846638708376.7
"1707",2022-06-15,21,26984,22,"MI","189","N2",0.291216935016046,249614.515728039,110263.147957951,3118147837140.85,1377391035607.98
"1708",2022-06-15,21,26984,22,"NO","189","N1",0.527051925150965,451758.792986541,332553.501412544,9439709234126.69,6948859450796.96
"1709",2022-06-15,21,26984,22,"NO","189","N2",0.1277141575909,109469.277935057,180899.036762981,2287411268622.56,3779969165596.33
"1710",2022-06-16,25,27009,22,NA,NA,NA,NA,NA,NA,NA,NA
"1711",2022-06-17,32,27041,23,NA,NA,NA,NA,NA,NA,NA,NA
"1712",2022-06-18,30,27071,24,NA,NA,NA,NA,NA,NA,NA,NA
"1713",2022-06-19,21,27092,23,NA,NA,NA,NA,NA,NA,NA,NA
"1714",2022-06-20,12,27104,22,"CC","190","N1",0.777992104566525,666850.375342735,288721.979734934,3458293848676.82,1497315564952.53
"1715",2022-06-20,12,27104,22,"CC","190","N2",0.538602241253781,461659.063931812,175977.518403557,2394169306961.42,912621469377.811
"1716",2022-06-20,12,27104,22,"MI","190","N1",1.47931851408176,1267987.29778437,1853057.7390469,15167531678222.7,22166083215251.1
"1717",2022-06-20,12,27104,22,"MI","190","N2",1.4084001233958,1207200.10576783,2098846.61756985,14440401633503.7,25106184119783.7
"1718",2022-06-20,12,27104,22,"NO","190","N1",0.415559538039398,356193.889748055,89933.4290108025,6175396797835.63,1559191848923.96
"1719",2022-06-20,12,27104,22,"NO","190","N2",0.339284992137972,290815.707546833,212526.47354573,5041923628772.25,3684609259069.32
"1720",2022-06-21,34,27138,25,NA,NA,NA,NA,NA,NA,NA,NA
"1721",2022-06-22,37,27175,27,"CC","191","N1",0.546729878058557,468625.609764478,100519.81109988,2270643288906.95,487051133613.566
"1722",2022-06-22,37,27175,27,"CC","191","N2",0.534292052573557,457964.61649162,311225.698561611,2218987313809.34,1507989595637.9
"1723",2022-06-22,37,27175,27,"MI","191","N1",0.597936277880449,512516.809611814,360019.053467551,6227676882635.22,4374651317848.99
"1724",2022-06-22,37,27175,27,"MI","191","N2",0.55511650073359,475814.143485934,295265.774519259,5781696690226.82,3587823469828.66
"1725",2022-06-22,37,27175,27,"NO","191","N1",0.247375344338786,212036.009433245,62948.7098064021,4245982689179.43,1260536513861.86
"1726",2022-06-22,37,27175,27,"NO","191","N2",0.280884117627501,240757.815109286,110397.326651166,4821131646323.14,2210686473233.75
"1727",2022-06-23,34,27209,29,NA,NA,NA,NA,NA,NA,NA,NA
"1728",2022-06-24,37,27246,29,NA,NA,NA,NA,NA,NA,NA,NA
"1729",2022-06-25,59,27305,33,NA,NA,NA,NA,NA,NA,NA,NA
"1730",2022-06-26,43,27348,37,NA,NA,NA,NA,NA,NA,NA,NA
"1731",2022-06-27,13,27361,37,"CC","192","N1",0.387181938852739,331870.233302348,104774.34267873,1670832316793.9,527496413210.924
"1732",2022-06-27,13,27361,37,"CC","192","N2",0.741777715330898,635809.470283627,141431.084475276,3201043370785.44,712048273173.126
"1733",2022-06-27,13,27361,37,"MI","192","N1",0.735913017341135,630782.586292401,233716.646991752,8404952899119.46,3114190931065.44
"1734",2022-06-27,13,27361,37,"MI","192","N2",0.76660888707301,657093.331776865,207614.581982513,8755534195025.95,2766390228034.14
"1735",2022-06-27,13,27361,37,"NO","192","N1",0.470269712055557,403088.324619049,119895.011815081,7614014328732.01,2264720365607.88
"1736",2022-06-27,13,27361,37,"NO","192","N2",0.351505342953464,301290.293960112,163915.100063386,5691131385381.14,3096224436065.4
"1737",2022-06-28,22,27383,35,NA,NA,NA,NA,NA,NA,NA,NA
"1738",2022-06-29,24,27407,33,"CC","193","N1",0.878854589423637,753303.933791689,141020.72870449,3849611729419.43,720658723471.107
"1739",2022-06-29,24,27407,33,"CC","193","N2",1.17768992614477,1009448.50812409,218527.909499124,5158588244136.3,1116743940761.05
"1740",2022-06-29,24,27407,33,"MI","193","N1",0.601460229583769,515537.339643231,150065.981292386,6947411915057.62,2022298107828.68
"1741",2022-06-29,24,27407,33,"MI","193","N2",0.689952620283067,591387.960242629,285597.417018242,7969579398952.09,3848727813343.89
"1742",2022-06-29,24,27407,33,"NO","193","N1",0.36431859770045,312273.083743243,128107.595468756,6158645416988.38,2526536217139.23
"1743",2022-06-29,24,27407,33,"NO","193","N2",0.312439919328508,267805.645138721,152879.12882267,5281659210927.39,3015080053620.8
"1744",2022-06-30,29,27436,32,NA,NA,NA,NA,NA,NA,NA,NA
"1745",2022-07-01,18,27454,30,NA,NA,NA,NA,NA,NA,NA,NA
"1746",2022-07-02,45,27499,28,NA,NA,NA,NA,NA,NA,NA,NA
"1747",2022-07-03,40,27539,27,NA,NA,NA,NA,NA,NA,NA,NA
"1748",2022-07-04,21,27560,28,"CC","194","N1",0.702109336247518,601808.002497873,202736.42217961,3007078840570.82,1013021433445.45
"1749",2022-07-04,21,27560,28,"CC","194","N2",0.614960063698076,527108.626026923,372706.728149669,2633825388544.12,1862319064062.65
"1750",2022-07-04,21,27560,28,"MI","194","N1",1.11353183252509,954455.856450081,311758.711974479,12356483062991.3,4036060146961.97
"1751",2022-07-04,21,27560,28,"MI","194","N2",0.660981255716463,566555.362042683,136901.6882947,7334683618962.57,1772343248015.73
"1752",2022-07-04,21,27560,28,"NO","194","N1",0.632945776198108,542524.95102695,217223.875737673,9015652455665.8,3609815484092.48
"1753",2022-07-04,21,27560,28,"NO","194","N2",0.357845642864357,306724.836740878,237181.555263796,5097137970045.58,3941471202577.84
"1754",2022-07-05,17,27577,28,NA,NA,NA,NA,NA,NA,NA,NA
"1755",2022-07-06,13,27590,26,"CC","195","N1",0.387857049813767,332448.899840372,79927.5876977477,1774422099822.08,426607752543.173
"1756",2022-07-06,13,27590,26,"CC","195","N2",0.13966850605452,119715.862332446,106159.807814837,638974807628.928,566620341321.512
"1757",2022-07-06,13,27590,26,"MI","195","N1",1.26325401913671,1082789.15926003,171343.490858309,13812959071264.7,2185800075769.94
"1758",2022-07-06,13,27590,26,"MI","195","N2",1.14784394212942,983866.236110933,347655.402653585,12551015989379.6,4434981461247.51
"1759",2022-07-06,13,27590,26,"NO","195","N1",0.468598856665873,401656.162856463,190583.529263597,6537862998385.48,3102178229291.77
"1760",2022-07-06,13,27590,26,"NO","195","N2",0.289938526446625,248518.73695425,161540.773756036,4045204841832.15,2629441659650.49
"1761",2022-07-07,24,27614,25,NA,NA,NA,NA,NA,NA,NA,NA
"1762",2022-07-08,47,27661,30,NA,NA,NA,NA,NA,NA,NA,NA
"1763",2022-07-09,40,27701,29,NA,NA,NA,NA,NA,NA,NA,NA
"1764",2022-07-10,35,27736,28,NA,NA,NA,NA,NA,NA,NA,NA
"1765",2022-07-11,37,27773,30,"CC","196","N1",0.276421131607046,236932.398520325,109551.212330286,1381204856851.55,638632232187.472
"1766",2022-07-11,37,27773,30,"CC","196","N2",0.185239511323657,158776.723991706,115018.999867706,925593898098.785,670506871325.389
"1767",2022-07-11,37,27773,30,"MI","196","N1",1.24355685073563,1065905.87205911,524302.835069807,15453631561589.4,7601405576473.12
"1768",2022-07-11,37,27773,30,"MI","196","N2",1.32784731803688,1138154.84403161,373944.463212203,16501105848798,5421491813169.44
"1769",2022-07-11,37,27773,30,"NO","196","N1",0.534525931189259,458165.083876507,293225.518039792,9122642550225.66,5838488531358.22
"1770",2022-07-11,37,27773,30,"NO","196","N2",0.279338351088695,239432.872361739,151796.635857826,4767409360069.63,3022461767581.93
"1771",2022-07-12,26,27799,32,NA,NA,NA,NA,NA,NA,NA,NA
"1772",2022-07-13,23,27822,33,"CC","197","N1",0.757018767931703,648873.229655746,153505.365805876,3512439233547.75,830945467888.568
"1773",2022-07-13,23,27822,33,"CC","197","N2",0.827155601430189,708990.51551159,277830.580628238,3837862295871.5,1503934801248.79
"1774",2022-07-13,23,27822,33,"MI","197","N1",0.902575396792643,773636.054393694,364910.645802883,10396280281151.6,4903744247436.85
"1775",2022-07-13,23,27822,33,"MI","197","N2",0.869504972344754,745289.976295503,356352.045821455,10015359858549.1,4788732022094.13
"1776",2022-07-13,23,27822,33,"NO","197","N1",0.617024315189467,528877.984448115,142540.150528572,11091190861547.9,2989233928116.49
"1777",2022-07-13,23,27822,33,"NO","197","N2",0.413903472668728,354774.405144624,132819.22390453,7440034858620.95,2785374709716.88
"1778",2022-07-14,50,27872,37,NA,NA,NA,NA,NA,NA,NA,NA
"1779",2022-07-15,34,27906,35,NA,NA,NA,NA,NA,NA,NA,NA
"1780",2022-07-16,28,27934,33,NA,NA,NA,NA,NA,NA,NA,NA
"1781",2022-07-17,31,27965,33,NA,NA,NA,NA,NA,NA,NA,NA
"1782",2022-07-18,18,27983,30,"CC","198","N1",0.400152329073104,342987.710634089,124221.748272453,2038408102246.88,738261489560.999
"1783",2022-07-18,18,27983,30,"CC","198","N2",0.406317175382306,348271.864613405,177855.134111184,2069812324471.18,1057009727048.83
"1784",2022-07-18,18,27983,30,"MI","198","N1",0.822005730623632,704576.340534542,157536.484894946,8881477382992.13,1985812817002.97
"1785",2022-07-18,18,27983,30,"MI","198","N2",1.00072895292361,857767.673934522,493182.762217033,10812517760859.6,6216773536546.84
"1786",2022-07-18,18,27983,30,"NO","198","N1",0.401308198051708,343978.455472893,132966.62439607,6263098523483.2,2421032642241.17
"1787",2022-07-18,18,27983,30,"NO","198","N2",0.307345211886268,263438.753045372,160421.87653692,4796645949695.97,2920932988932.41
"1788",2022-07-19,21,28004,29,NA,NA,NA,NA,NA,NA,NA,NA
"1789",2022-07-20,32,28036,31,"CC","199","N1",1.13972419597018,976906.453688725,404661.612074676,5768866675818.23,2389623776223.22
"1790",2022-07-20,32,28036,31,"CC","199","N2",1.14681356615109,982983.056700936,583434.403406649,5804750472559.41,3445319942999.32
"1791",2022-07-20,32,28036,31,"MI","199","N1",1.45385671229968,1246162.89625687,159667.685198808,17500951084634.1,2242352389767.43
"1792",2022-07-20,32,28036,31,"MI","199","N2",1.79334170803222,1537150.03545619,341395.896368707,21587536959307.2,4794519962671.08
"1793",2022-07-20,32,28036,31,"NO","199","N1",0.305449165423118,261813.570362672,119973.228886336,5500447975995.42,2520520624990.38
"1794",2022-07-20,32,28036,31,"NO","199","N2",0.413472381226663,354404.898194282,153897.464670401,7445701543488.58,3233235759645.81
"1795",2022-07-21,25,28061,27,NA,NA,NA,NA,NA,NA,NA,NA
"1796",2022-07-22,48,28109,29,NA,NA,NA,NA,NA,NA,NA,NA
"1797",2022-07-23,34,28143,30,NA,NA,NA,NA,NA,NA,NA,NA
"1798",2022-07-24,2,28145,26,NA,NA,NA,NA,NA,NA,NA,NA
"1799",2022-07-25,50,28195,30,"CC","200","N1",0.794714846679586,681184.154296788,115499.932027646,3609985833323.24,612100436775.48
"1800",2022-07-25,50,28195,30,"CC","200","N2",0.988960791150602,847680.678129088,79278.0522674744,4492346482115.28,420139904567.348
"1801",2022-07-25,50,28195,30,"MI","200","N1",0.67357226385719,577347.654734734,159812.268822579,8108196042981.91,2244382903542.85
"1802",2022-07-25,50,28195,30,"MI","200","N2",0.997805024788691,855261.449818878,324102.211651358,12011181558055.4,4551649683656.6
"1803",2022-07-25,50,28195,30,"NO","200","N1",0.505667743958402,433429.494821487,303287.7168431,8613718805959.08,6027358870128.95
"1804",2022-07-25,50,28195,30,"NO","200","N2",0.451948706314686,387384.605412588,405696.525581795,7698650185668.04,8062570345738.55
"1805",2022-07-26,25,28220,31,NA,NA,NA,NA,NA,NA,NA,NA
"1806",2022-07-27,33,28253,31,"CC","201","N1",0.425441218552783,364663.901616671,76850.5926570306,2015387474535.39,424730062846.781
"1807",2022-07-27,33,28253,31,"CC","201","N2",0.405226315473839,347336.841834719,126560.731872416,1919626037496.36,699463019654.254
"1808",2022-07-27,33,28253,31,"MI","201","N1",0.627140332436579,537548.856374211,122570.658493412,6918465575785.51,1577532667649.66
"1809",2022-07-27,33,28253,31,"MI","201","N2",1.14876491480357,984655.641260202,257365.930711475,12672906057341.5,3312400930433.38
"1810",2022-07-27,33,28253,31,"NO","201","N1",0.455860882658062,390737.899421196,139409.42153324,7868828767831.3,2807480073707.87
"1811",2022-07-27,33,28253,31,"NO","201","N2",0.477911170999182,409638.146570727,144034.925649158,8249449149702.78,2900630238836.4
"1812",2022-07-28,42,28295,33,NA,NA,NA,NA,NA,NA,NA,NA
"1813",2022-07-29,26,28321,30,NA,NA,NA,NA,NA,NA,NA,NA
"1814",2022-07-30,27,28348,29,NA,NA,NA,NA,NA,NA,NA,NA
"1815",2022-07-31,20,28368,32,NA,NA,NA,NA,NA,NA,NA,NA
"1816",2022-08-01,14,28382,27,"CC","202","N1",0.265471314859807,227546.841308406,110161.828191849,1343718618149.32,650531990246.902
"1817",2022-08-01,14,28382,27,"CC","202","N2",0.367242898504389,314779.627289476,148358.406080474,1858849120343.06,876091934579.295
"1818",2022-08-01,14,28382,27,"MI","202","N1",1.08633275363417,931142.360257862,201186.320957091,12054664158647.5,2604578672352.5
"1819",2022-08-01,14,28382,27,"MI","202","N2",1.40746786734071,1206401.02914918,236053.400361768,15618191017550.5,3055971445740.97
"1820",2022-08-01,14,28382,27,"NO","202","N1",0.0386494296234789,33128.0825344105,32883.9621671361,624508807034.782,619906810550.951
"1821",2022-08-01,14,28382,27,"NO","202","N2",0.004,3428.57142857143,0,64633171885.7143,0
"1822",2022-08-02,27,28409,27,NA,NA,NA,NA,NA,NA,NA,NA
"1823",2022-08-03,17,28426,25,"CC","203","N1",0.988484577518755,847272.495016076,117226.374931278,4554328761009.5,630124846538.622
"1824",2022-08-03,17,28426,25,"CC","203","N2",1.42284328864231,1219579.96169341,385109.930920174,6555586459567.27,2070074556718.44
"1825",2022-08-03,17,28426,25,"MI","203","N1",0.660172618277938,565862.244238233,242478.503994723,7475651886886.85,3203403132785.26
"1826",2022-08-03,17,28426,25,"MI","203","N2",0.925947924761264,793669.649795369,320869.84212642,10485233951321.3,4239037442702.37
"1827",2022-08-03,17,28426,25,"NO","203","N1",0.549147676471721,470698.008404332,597225.106534066,9942360009805.64,12614939749130.2
"1828",2022-08-03,17,28426,25,"NO","203","N2",0.642685446389299,550873.239762257,944076.501392698,11635868373548.7,19941338790584.1
"1829",2022-08-04,36,28462,24,NA,NA,NA,NA,NA,NA,NA,NA
"1830",2022-08-05,38,28500,26,NA,NA,NA,NA,NA,NA,NA,NA
"1831",2022-08-06,4,28504,22,NA,NA,NA,NA,NA,NA,NA,NA
"1832",2022-08-07,6,28510,20,NA,NA,NA,NA,NA,NA,NA,NA
"1833",2022-08-08,12,28522,20,"CC","204","N1",0.400131119101807,342969.530658692,98860.0636895581,1947420436576.08,561338810536.635
"1834",2022-08-08,12,28522,20,"CC","204","N2",0.409829106382272,351282.091184805,176450.361940272,1994620111187.81,1001905446888.49
"1835",2022-08-08,12,28522,20,"MI","204","N1",0.96568497792322,827729.981077046,200288.492491675,11185871531177.8,2706681402635.59
"1836",2022-08-08,12,28522,20,"MI","204","N2",1.68992192420572,1448504.50646204,374472.138433456,19574964894389.2,5060584161844.18
"1837",2022-08-08,12,28522,20,"NO","204","N1",0.512538023545134,439318.305895829,103180.954941433,8897049509518.05,2089614869749.95
"1838",2022-08-08,12,28522,20,"NO","204","N2",0.519285515439712,445101.870376896,247988.145786098,9014177930617.23,5022241917129.81
"1839",2022-08-09,71,28593,26,NA,NA,NA,NA,NA,NA,NA,NA
"1840",2022-08-10,33,28626,29,"CC","205","N1",0.878752855997002,753216.733711716,245849.75836359,3991727818343.53,1302898987329.97
"1841",2022-08-10,33,28626,29,"CC","205","N2",1.23960711896253,1062520.38768217,295180.653365174,5630905421030.33,1564331715877.09
"1842",2022-08-10,33,28626,29,"MI","205","N1",0.824553688274921,706760.304235647,240949.086086986,9470836432328.57,3228802423074.47
"1843",2022-08-10,33,28626,29,"MI","205","N2",0.75070886292982,643464.739654131,194099.895569988,8622653624874.87,2601006807341.14
"1844",2022-08-10,33,28626,29,"NO","205","N1",0.50581173824152,433552.918492731,110007.957023044,9584465230638.77,2431923288272.48
"1845",2022-08-10,33,28626,29,"NO","205","N2",0.399073047826701,342062.612422887,193724.890460969,7561907844759.65,4282636323583.17
"1846",2022-08-11,20,28646,26,NA,NA,NA,NA,NA,NA,NA,NA
"1847",2022-08-12,16,28662,23,NA,NA,NA,NA,NA,NA,NA,NA
"1848",2022-08-13,57,28719,31,NA,NA,NA,NA,NA,NA,NA,NA
"1849",2022-08-14,19,28738,33,NA,NA,NA,NA,NA,NA,NA,NA
"1850",2022-08-15,13,28751,33,"CC","206","N1",0.537601249204383,460801.070746614,132759.354766827,2686254311071.01,773924827256.958
"1851",2022-08-15,13,28751,33,"CC","206","N2",0.540897534632621,463626.458256532,170384.37080278,2702724996277.24,993261039664.049
"1852",2022-08-15,13,28751,33,"MI","206","N1",1.54890088256056,1327629.32790905,1222733.93377476,18142493016318.4,16709062829503.7
"1853",2022-08-15,13,28751,33,"MI","206","N2",1.88899990160446,1619142.77280383,2274338.89642373,22126120469393.6,31079591778900
"1854",2022-08-15,13,28751,33,"NO","206","N1",0.0361788139670738,31010.4119717775,34536.6744356714,671454346889.534,747806904276.06
"1855",2022-08-15,13,28751,33,"NO","206","N2",0.004,3428.57142857143,0,74237297828.5714,0
"1856",2022-08-16,23,28774,26,NA,NA,NA,NA,NA,NA,NA,NA
"1857",2022-08-17,67,28841,31,"CC","207","N1",1.26701824605343,1086015.63947437,285893.063085451,6125411548115.78,1612511465302.1
"1858",2022-08-17,67,28841,31,"CC","207","N2",1.84828890328865,1584247.63139027,220135.36623776,8935569971248.16,1241620898898.02
