,date,new_cases_clarke,cases_cum_clarke,X7_day_ave_clarke,wrf,collection_num,target,mean_copy_num_uL_rxn,mean_copy_num_L,sd_L,se_L,mean_total_copies,sd_total_copies,lo_95,up_95
1688,6/8/22,30,26820,19,CC,187,N2,1.217251433,1043358.371,152996.6235,62460.60998,1.39419E+13,2.04442E+12,918437.1509,1168279.591
1689,6/8/22,30,26820,19,MI,187,N1,1.18451829,1015301.391,1391411.524,568041.3761,5.68813E+12,7.79525E+12,-120781.361,2151384.144
1690,6/8/22,30,26820,19,MI,187,N2,1.352680266,1159440.228,1748955.21,714007.9745,6.49566E+12,9.79836E+12,-268575.7209,2587456.177
1691,6/8/22,30,26820,19,NO,187,N1,0.257208489,220464.4193,67416.47278,27522.65976,4.41476E+12,1.35E+12,165419.0998,275509.7388
1692,6/8/22,30,26820,19,NO,187,N2,0.201762336,172939.1447,198099.233,80873.67323,3.46308E+12,3.9669E+12,11191.79828,334686.4912
1693,6/9/22,28,26848,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,6/10/22,25,26873,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,6/11/22,23,26896,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,6/12/22,28,26924,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,6/13/22,15,26939,23,CC,188,N1,0.194532801,166742.4005,113562.1912,46361.57041,8.77352E+11,5.97532E+11,74019.25972,259465.5414
1698,6/13/22,15,26939,23,CC,188,N2,0.0536737,46006.02815,71885.55643,29347.15552,2.42071E+11,3.78242E+11,-12688.28289,104700.3392
1699,6/13/22,15,26939,23,MI,188,N1,0.680545521,583324.7323,82481.12375,33672.77777,7.26473E+12,1.02722E+12,515979.1768,650670.2879
1700,6/13/22,15,26939,23,MI,188,N2,0.748317146,641414.6965,272977.8531,111442.7418,7.98818E+12,3.39967E+12,418529.2128,864300.1802
1701,6/13/22,15,26939,23,NO,188,N1,0.611380245,524040.2103,167555.2513,68404.1449,8.86717E+12,2.83517E+12,387231.9205,660848.5001
1702,6/13/22,15,26939,23,NO,188,N2,0.470207986,403035.4168,138392.9465,56498.68381,6.81967E+12,2.34172E+12,290038.0492,516032.7844
1703,6/14/22,16,26955,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,6/15/22,22,26977,22,CC,189,N1,0.893268772,765658.9475,170540.9102,69623.03504,4.02868E+12,8.97339E+11,626412.8774,904905.0176
1705,6/15/22,22,26977,22,CC,189,N2,0.307140664,263263.4261,137056.3249,55953.01032,1.38522E+12,7.21152E+11,151357.4055,375169.4468
1706,6/15/22,22,26977,22,MI,189,N1,0.911189562,781019.6249,227879.6195,93031.46509,9.75638E+12,2.84664E+12,594956.6948,967082.5551
1707,6/15/22,22,26977,22,MI,189,N2,0.291216935,249614.5157,110263.148,45014.74165,3.11815E+12,1.37739E+12,159585.0324,339643.999
1708,6/15/22,22,26977,22,NO,189,N1,0.527051925,451758.793,332553.5014,135764.3984,9.43971E+12,6.94886E+12,180229.9961,723287.5899
1709,6/15/22,22,26977,22,NO,189,N2,0.127714158,109469.2779,180899.0368,73851.72251,2.28741E+12,3.77997E+12,-38234.16708,257172.7229
1710,6/16/22,25,27002,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,6/17/22,32,27034,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,6/18/22,30,27064,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,6/19/22,20,27084,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,6/20/22,12,27096,22,CC,190,N1,0.777992105,666850.3753,288721.9797,117870.2546,3.45829E+12,1.49732E+12,431109.8661,902590.8846
1715,6/20/22,12,27096,22,CC,190,N2,0.538602241,461659.0639,175977.5184,71842.52105,2.39417E+12,9.12621E+11,317974.0218,605344.106
1716,6/20/22,12,27096,22,MI,190,N1,1.479318514,1267987.298,1853057.739,756507.6541,1.51675E+13,2.21661E+13,-245028.0104,2781002.606
1717,6/20/22,12,27096,22,MI,190,N2,1.408400123,1207200.106,2098846.618,856850.5436,1.44404E+13,2.51062E+13,-506500.9814,2920901.193
1718,6/20/22,12,27096,22,NO,190,N1,0.415559538,356193.8897,89933.42901,36715.16865,6.1754E+12,1.55919E+12,282763.5524,429624.227
1719,6/20/22,12,27096,22,NO,190,N2,0.339284992,290815.7075,212526.4735,86763.5695,5.04192E+12,3.68461E+12,117288.5685,464342.8466
1720,6/21/22,34,27130,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,6/22/22,37,27167,27,CC,191,N1,0.546729878,468625.6098,100519.8111,41037.04104,2.27064E+12,4.87051E+11,386551.5277,550699.6918
1722,6/22/22,37,27167,27,CC,191,N2,0.534292053,457964.6165,311225.6986,139184.3637,2.21899E+12,1.50799E+12,179595.8892,736333.3438
1723,6/22/22,37,27167,27,MI,191,N1,0.597936278,512516.8096,360019.0535,146977.1631,6.22768E+12,4.37465E+12,218562.4834,806471.1358
1724,6/22/22,37,27167,27,MI,191,N2,0.555116501,475814.1435,295265.7745,120541.7477,5.7817E+12,3.58782E+12,234730.6481,716897.6388
1725,6/22/22,37,27167,27,NO,191,N1,0.247375344,212036.0094,62948.70981,25698.70317,4.24598E+12,1.26054E+12,160638.6031,263433.4158
1726,6/22/22,37,27167,27,NO,191,N2,0.280884118,240757.8151,110397.3267,45069.51988,4.82113E+12,2.21069E+12,150618.7754,330896.8549
1727,6/23/22,34,27201,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,6/24/22,37,27238,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,6/25/22,59,27297,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,6/26/22,43,27340,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,6/27/22,13,27353,37,CC,192,N1,0.387181939,331870.2333,104774.3427,42773.94628,1.67083E+12,5.27496E+11,246322.3407,417418.1259
1732,6/27/22,13,27353,37,CC,192,N2,0.741777715,635809.4703,141431.0845,57738.99846,3.20104E+12,7.12048E+11,520331.4734,751287.4672
1733,6/27/22,13,27353,37,MI,192,N1,0.735913017,630782.5863,233716.647,95414.42159,8.40495E+12,3.11419E+12,439953.7431,821611.4295
1734,6/27/22,13,27353,37,MI,192,N2,0.766608887,657093.3318,207614.582,84758.29817,8.75553E+12,2.76639E+12,487576.7354,826609.9281
1735,6/27/22,13,27353,37,NO,192,N1,0.470269712,403088.3246,119895.0118,48946.93361,7.61401E+12,2.26472E+12,305194.4574,500982.1918
1736,6/27/22,13,27353,37,NO,192,N2,0.351505343,301290.294,163915.1001,66918.05938,5.69113E+12,3.09622E+12,167454.1752,435126.4127
1737,6/28/22,22,27375,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,6/29/22,24,27399,33,CC,193,N1,0.878854589,753303.9338,141020.7287,57571.47141,3.84961E+12,7.20659E+11,638160.991,868446.8766
1739,6/29/22,24,27399,33,CC,193,N2,1.177689926,1009448.508,218527.9095,89213.64547,5.15859E+12,1.11674E+12,831021.2172,1187875.799
1740,6/29/22,24,27399,33,MI,193,N1,0.60146023,515537.3396,150065.9813,61264.18032,6.94741E+12,2.0223E+12,393008.979,638065.7003
1741,6/29/22,24,27399,33,MI,193,N2,0.68995262,591387.9602,285597.417,116594.6573,7.96958E+12,3.84873E+12,358198.6457,824577.2748
1742,6/29/22,24,27399,33,NO,193,N1,0.364318598,312273.0837,128107.5955,52299.70685,6.15865E+12,2.52654E+12,207673.6701,416872.4974
1743,6/29/22,24,27399,33,NO,193,N2,0.312439919,267805.6451,152879.1288,62412.64299,5.28166E+12,3.01508E+12,142980.3592,392630.9311
1744,6/30/22,29,27428,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,7/1/22,18,27446,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,7/2/22,45,27491,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,7/3/22,40,27531,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,7/4/22,21,27552,28,CC,194,N1,0.702109336,601808.0025,202736.4222,82766.79777,3.00708E+12,1.01302E+12,436274.407,767341.598
1749,7/4/22,21,27552,28,CC,194,N2,0.614960064,527108.626,372706.7281,152156.8846,2.63383E+12,1.86232E+12,222794.8568,831422.3952
1750,7/4/22,21,27552,28,MI,194,N1,1.113531833,954455.8565,311758.712,127274.9612,1.23565E+13,4.03606E+12,699905.934,1209005.779
1751,7/4/22,21,27552,28,MI,194,N2,0.660981256,566555.362,136901.6883,55889.88021,7.33468E+12,1.77234E+12,454775.6016,678335.1225
1752,7/4/22,21,27552,28,NO,194,N1,0.632945776,542524.951,217223.8757,88681.27592,9.01565E+12,3.60982E+12,365162.3992,719887.5029
1753,7/4/22,21,27552,28,NO,194,N2,0.357845643,306724.8367,237181.5553,96828.96447,5.09714E+12,3.94147E+12,113066.9078,500382.7657
1754,7/5/22,17,27569,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,7/6/22,13,27582,26,CC,195,N1,0.38785705,332448.8998,79927.5877,32630.30104,1.77442E+12,4.26608E+11,267188.2978,397709.5019
1756,7/6/22,13,27582,26,CC,195,N2,0.139668506,119715.8623,106159.8078,43339.56006,6.38975E+11,5.6662E+11,33036.74222,206394.9824
1757,7/6/22,13,27582,26,MI,195,N1,1.263254019,1082789.159,171343.4909,69950.68723,1.3813E+13,2.1858E+12,942887.7848,1222690.534
1758,7/6/22,13,27582,26,MI,195,N2,1.147843942,983866.2361,347655.4027,141929.7238,1.2551E+13,4.43498E+12,700006.7885,1267725.684
1759,7/6/22,13,27582,26,NO,195,N1,0.468598857,401656.1629,190583.5293,77805.40001,6.53786E+12,3.10218E+12,246045.3628,557266.9629
1760,7/6/22,13,27582,26,NO,195,N2,0.289938526,248518.737,161540.7738,65948.74473,4.0452E+12,2.62944E+12,116621.2475,380416.2264
1761,7/7/22,24,27606,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,7/8/22,47,27653,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,7/9/22,40,27693,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,7/10/22,35,27728,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,7/11/22,37,27765,30,CC,196,N1,0.276421132,236932.3985,109551.2123,44724.09515,1.3812E+12,6.38632E+11,147484.2082,326380.5888
1766,7/11/22,37,27765,30,CC,196,N2,0.185239511,158776.724,115018.9999,46956.31007,9.25594E+11,6.70507E+11,64864.10386,252689.3441
1767,7/11/22,37,27765,30,MI,196,N1,1.243556851,1065905.872,524302.8351,214045.7361,1.54536E+13,7.60141E+12,637814.3999,1493997.344
1768,7/11/22,37,27765,30,MI,196,N2,1.327847318,1138154.844,373944.4632,152662.1878,1.65011E+13,5.42149E+12,832830.4684,1443479.22
1769,7/11/22,37,27765,30,NO,196,N1,0.534525931,458165.0839,293225.518,119708.8165,9.12264E+12,5.83849E+12,218747.451,697582.7168
1770,7/11/22,37,27765,30,NO,196,N2,0.279338351,239432.8724,151796.6359,61970.71709,4.76741E+12,3.02246E+12,115491.4382,363374.3065
1771,7/12/22,26,27791,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,7/13/22,23,27814,33,CC,197,N1,0.757018768,648873.2297,153505.3658,62668.30317,3.51244E+12,8.30945E+11,523536.6233,774209.836
1773,7/13/22,23,27814,33,CC,197,N2,0.827155601,708990.5155,277830.5806,113423.8596,3.83786E+12,1.50393E+12,482142.7964,935838.2347
1774,7/13/22,23,27814,33,MI,197,N1,0.902575397,773636.0544,364910.6458,148974.1473,1.03963E+13,4.90374E+12,475687.7598,1071584.349
1775,7/13/22,23,27814,33,MI,197,N2,0.869504972,745289.9763,356352.0458,145480.1135,1.00154E+13,4.78873E+12,454329.7493,1036250.203
1776,7/13/22,23,27814,33,NO,197,N1,0.617024315,528877.9844,142540.1505,58191.77278,1.10912E+13,2.98923E+12,412494.4389,645261.53
1777,7/13/22,23,27814,33,NO,197,N2,0.413903473,354774.4051,132819.2239,54223.2211,7.44003E+12,2.78537E+12,246327.9629,463220.8473
1778,7/14/22,50,27864,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,7/15/22,34,27898,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,7/16/22,28,27926,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,7/17/22,31,27957,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,7/18/22,18,27975,30,CC,198,N1,0.400152329,342987.7106,124221.7483,50713.31637,2.03841E+12,7.38261E+11,241561.0779,444414.3434
1783,7/18/22,18,27975,30,CC,198,N2,0.406317175,348271.8646,177855.1341,72609.05445,2.06981E+12,1.05701E+12,203053.7557,493489.9735
1784,7/18/22,18,27975,30,MI,198,N1,0.822005731,704576.3405,157536.4849,64314.00064,8.88148E+12,1.98581E+12,575948.3392,833204.3418
1785,7/18/22,18,27975,30,MI,198,N2,1.000728953,857767.6739,493182.7622,201341.0196,1.08125E+13,6.21677E+12,455085.6348,1260449.713
1786,7/18/22,18,27975,30,NO,198,N1,0.401308198,343978.4555,132966.6244,54283.3971,6.2631E+12,2.42103E+12,235411.6613,452545.2497
1787,7/18/22,18,27975,30,NO,198,N2,0.307345212,263438.753,160421.8765,65491.95685,4.79665E+12,2.92093E+12,132454.8393,394422.6667
1788,7/19/22,21,27996,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,7/20/22,32,28028,31,CC,199,N1,1.139724196,976906.4537,404661.6121,165202.4113,5.76887E+12,2.38962E+12,646501.631,1307311.276
1790,7/20/22,32,28028,31,CC,199,N2,1.146813566,982983.0567,583434.4034,238186.0978,5.80475E+12,3.44532E+12,506610.8611,1459355.252
1791,7/20/22,32,28028,31,MI,199,N1,1.453856712,1246162.896,159667.6852,65184.05952,1.7501E+13,2.24235E+12,1115794.777,1376531.015
1792,7/20/22,32,28028,31,MI,199,N2,1.793341708,1537150.035,341395.8964,139374.2911,2.15875E+13,4.79452E+12,1258401.453,1815898.618
1793,7/20/22,32,28028,31,NO,199,N1,0.305449165,261813.5704,119973.2289,48978.86559,5.50045E+12,2.52052E+12,163855.8392,359771.3016
1794,7/20/22,32,28028,31,NO,199,N2,0.413472381,354404.8982,153897.4647,62828.37686,7.4457E+12,3.23324E+12,228748.1445,480061.6519
1795,7/21/22,25,28053,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,7/22/22,48,28101,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,7/23/22,34,28135,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,7/24/22,2,28137,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,7/25/22,50,28187,30,CC,200,N1,0.794714847,681184.1543,115499.932,47152.6498,3.60999E+12,6.121E+11,586878.8547,775489.4539
1800,7/25/22,50,28187,30,CC,200,N2,0.988960791,847680.6781,79278.05227,32365.12931,4.49235E+12,4.2014E+11,782950.4195,912410.9367
1801,7/25/22,50,28187,30,MI,200,N1,0.673572264,577347.6547,159812.2688,65243.08554,8.1082E+12,2.24438E+12,446861.4837,707833.8258
1802,7/25/22,50,28187,30,MI,200,N2,0.997805025,855261.4498,324102.2117,132314.1738,1.20112E+13,4.55165E+12,590633.1021,1119889.798
1803,7/25/22,50,28187,30,NO,200,N1,0.505667744,433429.4948,303287.7168,123816.6919,8.61372E+12,6.02736E+12,185796.111,681062.8787
1804,7/25/22,50,28187,30,NO,200,N2,0.451948706,387384.6054,405696.5256,165624.913,7.69865E+12,8.06257E+12,56134.77938,718634.4314
1805,7/26/22,25,28212,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,7/27/22,33,28245,31,CC,201,N1,0.425441219,364663.9016,76850.59266,31374.12307,2.01539E+12,4.2473E+11,301915.6555,427412.1478
1807,7/27/22,33,28245,31,CC,201,N2,0.405226315,347336.8418,126560.7319,51668.20243,1.91963E+12,6.99463E+11,244000.437,450673.2467
1808,7/27/22,33,28245,31,MI,201,N1,0.627140332,537548.8564,122570.6585,50039.26179,6.91847E+12,1.57753E+12,437470.3328,637627.38
1809,7/27/22,33,28245,31,MI,201,N2,1.148764915,984655.6413,257365.9307,105069.2012,1.26729E+13,3.3124E+12,774517.2388,1194794.044
1810,7/27/22,33,28245,31,NO,201,N1,0.455860883,390737.8994,139409.4215,56913.65802,7.86883E+12,2.80748E+12,276910.5834,504565.2155
1811,7/27/22,33,28245,31,NO,201,N2,0.477911171,409638.1466,144034.9256,58802.01216,8.24945E+12,2.90063E+12,292034.1222,527242.1709
1812,7/28/22,42,28287,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,7/29/22,26,28313,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,7/30/22,27,28340,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,7/31/22,20,28360,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,8/1/22,14,28374,27,CC,202,N1,0.265471315,227546.8413,110161.8282,44973.37803,1.34372E+12,6.50532E+11,137600.0852,317493.5974
1817,8/1/22,14,28374,27,CC,202,N2,0.367242899,314779.6273,148358.4061,60567.06566,1.85885E+12,8.76092E+11,193645.496,435913.7586
1818,8/1/22,14,28374,27,MI,202,N1,1.086332754,931142.3603,201186.321,82133.9716,1.20547E+13,2.60458E+12,766874.4171,1095410.303
1819,8/1/22,14,28374,27,MI,202,N2,1.407467867,1206401.029,236053.4004,96368.39716,1.56182E+13,3.05597E+12,1013664.235,1399137.823
1820,8/1/22,14,28374,27,NO,202,N1,0.03864943,33128.08253,32883.96217,13424.82134,6.24509E+11,6.19907E+11,6278.439858,59977.72521
1821,8/1/22,14,28374,27,NO,202,N2,0.004,3428.571429,0,0,64633171886,0,3428.571429,3428.571429
1822,8/2/22,27,28401,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,8/3/22,17,28418,25,CC,203,N1,0.988484578,847272.495,117226.3749,47857.46716,4.55433E+12,6.30125E+11,751557.5607,942987.4293
1824,8/3/22,17,28418,25,CC,203,N2,1.422843289,1219579.962,385109.9309,157220.4709,6.55559E+12,2.07007E+12,905139.0198,1534020.904
1825,8/3/22,17,28418,25,MI,203,N1,0.660172618,565862.2442,242478.504,98991.43473,7.47565E+12,3.2034E+12,367879.3748,763845.1137
1826,8/3/22,17,28418,25,MI,203,N2,0.925947925,793669.6498,320869.8421,130994.5645,1.04852E+13,4.23904E+12,531680.5208,1055658.779
1827,8/3/22,17,28418,25,NO,203,N1,0.549147676,470698.0084,597225.1065,243816.1288,9.94236E+12,1.26149E+13,-16934.24912,958330.2659
1828,8/3/22,17,28418,25,NO,203,N2,0.642685446,550873.2398,944076.5014,385417.6178,1.16359E+13,1.99413E+13,-219961.9958,1321708.475
1829,8/4/22,36,28454,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,8/5/22,38,28492,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,8/6/22,4,28496,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,8/7/22,6,28502,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,8/8/22,12,28514,20,CC,204,N1,0.400131119,342969.5307,98860.06369,40359.452,1.94742E+12,5.61339E+11,262250.6267,423688.4347
1834,8/8/22,12,28514,20,CC,204,N2,0.409829106,351282.0912,176450.3619,72035.55861,1.99462E+12,1.00191E+12,207210.974,495353.2084
1835,8/8/22,12,28514,20,MI,204,N1,0.965684978,827729.9811,200288.4925,81767.43466,1.11859E+13,2.70668E+12,664195.1118,991264.8504
1836,8/8/22,12,28514,20,MI,204,N2,1.689921924,1448504.506,374472.1384,152877.6103,1.9575E+13,5.06058E+12,1142749.286,1754259.727
1837,8/8/22,12,28514,20,NO,204,N1,0.512538024,439318.3059,103180.9549,42123.44846,8.89705E+12,2.08961E+12,355071.409,523565.2028
1838,8/8/22,12,28514,20,NO,204,N2,0.519285515,445101.8704,247988.1458,101240.7366,9.01418E+12,5.02224E+12,242620.3972,647583.3435
1839,8/9/22,71,28585,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,8/10/22,33,28618,29,CC,205,N1,0.878752856,753216.7337,245849.7584,100367.7436,3.99173E+12,1.3029E+12,552481.2466,953952.2208
1841,8/10/22,33,28618,29,CC,205,N2,1.239607119,1062520.388,295180.6534,120506.9971,5.63091E+12,1.56433E+12,821506.3935,1303534.382
1842,8/10/22,33,28618,29,MI,205,N1,0.824553688,706760.3042,240949.0861,98367.05248,9.47084E+12,3.2288E+12,510026.1993,903494.4092
1843,8/10/22,33,28618,29,MI,205,N2,0.750708863,643464.7397,194099.8956,79240.95055,8.62265E+12,2.60101E+12,484982.8386,801946.6407
1844,8/10/22,33,28618,29,NO,205,N1,0.505811738,433552.9185,110007.957,44910.56039,9.58447E+12,2.43192E+12,343731.7977,523374.0393
1845,8/10/22,33,28618,29,NO,205,N2,0.399073048,342062.6124,193724.8905,79087.85535,7.56191E+12,4.28264E+12,183886.9017,500238.3231
1846,8/11/22,20,28638,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,8/12/22,16,28654,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,8/13/22,57,28711,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,8/14/22,19,28730,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,8/15/22,13,28743,33,CC,206,N1,0.537601249,460801.0707,132759.3548,54198.77963,2.68625E+12,7.73925E+11,352403.5115,569198.63
1851,8/15/22,13,28743,33,CC,206,N2,0.540897535,463626.4583,170384.3708,69559.1281,2.70272E+12,9.93261E+11,324508.2021,602744.7145
1852,8/15/22,13,28743,33,MI,206,N1,1.548900883,1327629.328,1222733.934,499179.0382,1.81425E+13,1.67091E+13,329271.2516,2325987.404
1853,8/15/22,13,28743,33,MI,206,N2,1.888999902,1619142.773,2274338.896,928494.9664,2.21261E+13,3.10796E+13,-237847.16,3476132.706
1854,8/15/22,13,28743,33,NO,206,N1,0.036178814,31010.41197,34536.67444,14099.5383,6.71454E+11,7.47807E+11,2811.335378,59209.48857
1855,8/15/22,13,28743,33,NO,206,N2,0.004,3428.571429,0,0,74237297829,0,3428.571429,3428.571429
1856,8/16/22,23,28766,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,8/17/22,67,28833,31,CC,207,N1,1.267018246,1086015.639,285893.0631,116715.3543,6.12541E+12,1.61251E+12,852584.931,1319446.348
1858,8/17/22,67,28833,31,CC,207,N2,1.848288903,1584247.631,220135.3662,89869.88694,8.93557E+12,1.24162E+12,1404507.858,1763987.405
1859,8/17/22,67,28833,31,MI,207,N1,0.745573674,639063.1491,155552.3798,63503.99313,8.70882E+12,2.11979E+12,512055.1628,766071.1354
1860,8/17/22,67,28833,31,MI,207,N2,1.123955847,963390.7264,287495.1635,117369.409,1.31286E+13,3.91783E+12,728651.9084,1198129.544
1861,8/17/22,67,28833,31,NO,207,N1,0.34812082,298389.2747,88058.32755,35949.66168,7.11601E+12,2.10002E+12,226489.9513,370288.5981
1862,8/17/22,67,28833,31,NO,207,N2,0.201988762,173133.2244,116101.0057,47398.0371,4.1289E+12,2.76879E+12,78337.1502,267929.2986
1863,8/18/22,30,28863,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,8/19/22,58,28921,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,8/20/22,40,28961,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,8/21/22,17,28978,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,8/22/22,16,28994,36,CC,208,N1,1.339994861,1148567.024,321591.8944,131289.3411,7.17387E+12,2.00864E+12,885988.3416,1411145.706
1868,8/22/22,16,28994,36,CC,208,N2,2.02374018,1734634.44,507326.8881,207115.3348,1.08344E+13,3.16873E+12,1320403.771,2148865.11
1869,8/22/22,16,28994,36,MI,208,N1,0.955976401,819408.3437,189951.2041,77547.25436,1.15697E+13,2.68203E+12,664313.835,974502.8525
1870,8/22/22,16,28994,36,MI,208,N2,1.440711087,1234895.218,473843.322,193445.7261,1.74362E+13,6.69047E+12,848003.7653,1621786.67
1871,8/22/22,16,28994,36,NO,208,N1,1.015904284,870775.1005,229565.3056,93719.64358,2.09971E+13,5.53552E+12,683335.8133,1058214.388
1872,8/22/22,16,28994,36,NO,208,N2,1.160574593,994778.2228,239958.9024,97962.8117,2.39871E+13,5.78614E+12,798852.5994,1190703.846
1873,8/23/22,9,29003,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,8/24/22,78,29081,35,CC,209,N1,1.098938284,941947.1008,243473.3692,99397.58675,5.81202E+12,1.50228E+12,743151.9273,1140742.274
1875,8/24/22,78,29081,35,CC,209,N2,1.426661126,1222852.394,653218.3446,266675.2725,7.54527E+12,4.0305E+12,689501.8489,1756202.939
1876,8/24/22,78,29081,35,MI,209,N1,1.815417279,1556071.953,594625.3726,242754.7918,2.12053E+13,8.10324E+12,1070562.37,2041581.537
1877,8/24/22,78,29081,35,MI,209,N2,5.06599,4342277.143,2453095.096,1001471.879,5.91743E+13,3.34295E+13,2339333.385,6345220.901
1878,8/24/22,78,29081,35,NO,209,N1,1.073999656,920571.1341,244096.4462,99651.95687,2.21978E+13,5.88591E+12,721267.2204,1119875.048
1879,8/24/22,78,29081,35,NO,209,N2,2.255719312,1933473.696,508452.3016,207574.7829,4.6622E+13,1.22603E+13,1518324.13,2348623.262
1880,8/25/22,42,29123,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,8/26/22,29,29152,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,8/27/22,73,29225,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,8/28/22,16,29241,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,8/29/22,6,29247,36,CC,210,N1,0.408928258,350509.9355,178578.1107,103102.1203,2.08311E+12,1.06131E+12,144305.6948,556714.1761
1885,8/29/22,6,29247,36,CC,210,N2,0.564988293,484275.6801,175271.4208,101193.002,2.8781E+12,1.04165E+12,281889.6762,686661.684
1886,8/29/22,6,29247,36,MI,210,N1,0.935298164,801684.1404,153156.724,88425.07585,1.09856E+13,2.09873E+12,624833.9887,978534.2922
1887,8/29/22,6,29247,36,MI,210,N2,2.482989405,2128276.633,164093.4906,94739.42094,2.91642E+13,2.2486E+12,1938797.791,2317755.475
1888,8/29/22,6,29247,36,NO,210,N1,0.712231315,610483.9843,115657.7631,66775.04065,1.36114E+13,2.57871E+12,476933.903,744034.0656
1889,8/29/22,6,29247,36,NO,210,N2,1.107813424,949554.3637,144062.741,83174.6623,2.11713E+13,3.21203E+12,783205.039,1115903.688
1890,8/30/22,40,29287,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,8/31/22,29,29316,34,CC,211,N1,0.611999692,524571.1643,129342.7727,74676.08465,2.93886E+12,7.24631E+11,375218.995,673923.3336
1892,8/31/22,29,29316,34,CC,211,N2,1.089219403,933616.6308,96318.21188,68107.26077,5.2305E+12,5.39614E+11,797402.1093,1069831.152
